Year,Location,Competition,Round,Phase,Class,Rank,Bib,Athlete Name,Last Name,First Name,Nation,Time,Time Behind,% Behind Winner,Faults,Competition ID,Athlete ID
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,1,11,Zuzana PANKOVA,PANKOVA,Zuzana,SVK,55.36,0,100.00%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Zuzana PANKOVA
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,2,10,Olga SAMKOVA,SAMKOVA,Olga,CZE,55.65,0.29,100.52%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Olga SAMKOVA
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,3,3,Tereza KNEBLOVA,KNEBLOVA,Tereza,CZE,56.43,1.07,101.93%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Tereza KNEBLOVA
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,4,2,Emma VUITTON,VUITTON,Emma,FRA,56.46,1.1,101.99%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Emma VUITTON
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,5,1,Evy LEIBFARTH,LEIBFARTH,Evy,USA,56.47,1.11,102.01%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Evy LEIBFARTH
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,6,32,Doriane DELASSUS,DELASSUS,Doriane,FRA,56.7,1.34,102.42%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Doriane DELASSUS
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,7,9,Lois LEAVER,LEAVER,Lois,GBR,56.75,1.39,102.51%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Lois LEAVER
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,8,44,Lucia PISTONI,PISTONI,Lucia,ITA,57.19,1.83,103.31%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Lucia PISTONI
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,9,14,Dominika BRZESKA,BRZESKA,Dominika,POL,57.41,2.05,103.70%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Dominika BRZESKA
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,10,8,Haizea SEGURA,SEGURA,Haizea,ESP,57.63,2.27,104.10%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Haizea SEGURA
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,11,15,Leire GONI,GONI,Leire,ESP,57.73,2.37,104.28%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Leire GONI
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,12,16,Paulina PIRRO,PIRRO,Paulina,GER,57.8,2.44,104.41%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Paulina PIRRO
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,13,4,Katerina BEKOVA,BEKOVA,Katerina,CZE,57.96,2.6,104.70%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Katerina BEKOVA
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,14,43,Taisiia LOGACHEVA,LOGACHEVA,Taisiia,AIN,58.02,2.66,104.80%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Taisiia LOGACHEVA
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,15,5,Eva Alina HOCEVAR,HOCEVAR,Eva Alina,SLO,58.16,2.8,105.06%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Eva Alina HOCEVAR
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,16,28,Antonia PLOCHMANN,PLOCHMANN,Antonia,GER,58.21,2.85,105.15%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Antonia PLOCHMANN
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,17,37,Macy KANG,KANG,Macy,GBR,58.49,3.13,105.65%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Macy KANG
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,18,36,Charlotte WILD,WILD,Charlotte,GER,58.57,3.21,105.80%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Charlotte WILD
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,19,27,Oleksandra HORLOVA,HORLOVA,Oleksandra,UKR,58.6,3.24,105.85%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Oleksandra HORLOVA
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,20,50,Angelina MAKACHEVA,MAKACHEVA,Angelina,AIN,58.61,3.25,105.87%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Angelina MAKACHEVA
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,21,38,Perrine JOUBERT,JOUBERT,Perrine,FRA,58.66,3.3,105.96%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Perrine JOUBERT
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,22,31,Beatrice OLSON,OLSON,Beatrice,CAN,58.74,3.38,106.11%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Beatrice OLSON
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,23,19,Ivana CHLEBOVA,CHLEBOVA,Ivana,SVK,58.81,3.45,106.23%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Ivana CHLEBOVA
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,24,46,Marina NOVYSH,NOVYSH,Marina,AIN,58.84,3.48,106.29%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Marina NOVYSH
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,25,23,Fia BUETIKOFER,BUETIKOFER,Fia,SUI,58.88,3.52,106.36%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Fia BUETIKOFER
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,26,26,Jana PLANES,PLANES,Jana,ESP,59.01,3.65,106.59%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Jana PLANES
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,27,7,Naja PINTERIC,PINTERIC,Naja,SLO,59.25,3.89,107.03%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Naja PINTERIC
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,28,20,Svenja MATTI,MATTI,Svenja,SUI,59.43,4.07,107.35%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Svenja MATTI
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,29,13,Georgia O'CALLAGHAN,O'CALLAGHAN,Georgia,AUS,59.48,4.12,107.44%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Georgia O'CALLAGHAN
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,30,18,Ria SRIBAR,SRIBAR,Ria,USA,59.57,4.21,107.60%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Ria SRIBAR
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,31,17,Laura PLATA,PLATA,Laura,COL,59.93,4.57,108.26%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Laura PLATA
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,32,12,Marcella ALTMAN,ALTMAN,Marcella,USA,60.09,4.73,108.54%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Marcella ALTMAN
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,33,34,Valentyna HORLOVA,HORLOVA,Valentyna,UKR,60.49,5.13,109.27%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Valentyna HORLOVA
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,34,33,Caterina PIGNAT,PIGNAT,Caterina,ITA,60.58,5.22,109.43%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Caterina PIGNAT
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,35,47,Ting-I WU,WU,Ting-I,TPE,61.16,5.8,110.48%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Ting-I WU
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,36,6,Florencia AGUIRRE GONZALEZ,AGUIRRE GONZALEZ,Florencia,CHI,61.91,6.55,111.83%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Florencia AGUIRRE GONZALEZ
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,37,41,Katherine SHATTOCK,SHATTOCK,Katherine,GBR,62.65,7.29,113.17%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Katherine SHATTOCK
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,38,35,Emanuela LUKNAROVA,LUKNAROVA,Emanuela,SVK,63.65,8.29,114.97%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Emanuela LUKNAROVA
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,39,40,Kahlia CULLWICK,CULLWICK,Kahlia,NZL,63.81,8.45,115.26%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Kahlia CULLWICK
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,40,24,Claire CLEMENTS,CLEMENTS,Claire,AUS,64.44,9.08,116.40%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Claire CLEMENTS
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,41,39,Waris MILLS,MILLS,Waris,RSA,64.67,9.31,116.82%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Waris MILLS
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,42,22,Iris SOMMERNES,SOMMERNES,Iris,NOR,64.87,9.51,117.18%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Iris SOMMERNES
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,43,29,Anastassiya ANANYEVA,ANANYEVA,Anastassiya,KAZ,65.36,10,118.06%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Anastassiya ANANYEVA
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,44,21,Sarah CROSBEE,CROSBEE,Sarah,AUS,65.68,10.32,118.64%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Sarah CROSBEE
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,45,25,Jessica DUC,DUC,Jessica,SUI,67.73,12.37,122.34%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Jessica DUC
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,46,45,Shikha CHOUHAN,CHOUHAN,Shikha,IND,68.9,13.54,124.46%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Shikha CHOUHAN
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,47,30,Yekaterina TARANTSEVA,TARANTSEVA,Yekaterina,KAZ,69.95,14.59,126.35%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Yekaterina TARANTSEVA
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,48,52,Marta ZIZMARE,ZIZMARE,Marta,LAT,71.04,15.68,128.32%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Marta ZIZMARE
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,49,51,Eoid BERRIO,BERRIO,Eoid,PER,73.82,18.46,133.35%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Eoid BERRIO
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,50,49,Leonor CARVALHO,CARVALHO,Leonor,POR,72.56,17.2,131.07%,FLT (R),2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Leonor CARVALHO
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,51,42,Jaruwan NIAMTHONG,NIAMTHONG,Jaruwan,THA,63.95,8.59,115.52%,FLT (3),2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Jaruwan NIAMTHONG
2025,Foix,U23 World Championships,Time Trial,Time Trial,WCSLX,52,48,Emmi WOOD,WOOD,Emmi,RSA,66.79,11.43,120.65%,FLT (3),2025 Foix U23 World Championships,2025 Foix U23 World Championships WCSLX Emmi WOOD
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,1,1,Sam LEAVER,LEAVER,Sam,GBR,50.62,0,100.00%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Sam LEAVER
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,2,6,Matyas NOVAK,NOVAK,Matyas,CZE,50.92,0.3,100.59%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Matyas NOVAK
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,3,3,Jakub KREJCI,KREJCI,Jakub,CZE,51.06,0.44,100.87%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Jakub KREJCI
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,4,54,Gino BENINI,BENINI,Gino,FRA,51.32,0.7,101.38%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Gino BENINI
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,5,7,Titouan CASTRYCK,CASTRYCK,Titouan,FRA,51.41,0.79,101.56%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Titouan CASTRYCK
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,6,17,Xabier FERRAZZI,FERRAZZI,Xabier,ITA,51.51,0.89,101.76%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Xabier FERRAZZI
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,7,43,Martin CORNU,CORNU,Martin,FRA,51.56,0.94,101.86%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Martin CORNU
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,8,12,Artem IVCHENKO,IVCHENKO,Artem,UKR,51.85,1.23,102.43%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Artem IVCHENKO
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,9,5,Alex BALDONI,BALDONI,Alex,CAN,51.87,1.25,102.47%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Alex BALDONI
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,10,10,Nicholas COLLIER,COLLIER,Nicholas,NZL,52.12,1.5,102.96%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Nicholas COLLIER
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,11,4,Merle LONG,LONG,Merle,AUS,52.37,1.75,103.46%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Merle LONG
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,12,65,Egor SMIRNOV,SMIRNOV,Egor,AIN,52.41,1.79,103.54%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Egor SMIRNOV
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,13,9,Kyler James LONG,LONG,Kyler James,USA,52.46,1.84,103.63%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Kyler James LONG
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,14,18,Pitt ROHRER,ROHRER,Pitt,SUI,52.57,1.95,103.85%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Pitt ROHRER
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,15,2,Tadeusz KUCHNO,KUCHNO,Tadeusz,POL,52.63,2.01,103.97%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Tadeusz KUCHNO
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,16,24,Oleksandr FEDORENKO,FEDORENKO,Oleksandr,UKR,52.65,2.03,104.01%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Oleksandr FEDORENKO
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,17,13,Dominic CURTIN,CURTIN,Dominic,AUS,52.74,2.12,104.19%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Dominic CURTIN
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,18,25,Kaelin FRIEDENSON,FRIEDENSON,Kaelin,USA,52.75,2.13,104.21%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Kaelin FRIEDENSON
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,19,21,Martin RUDORFER,RUDORFER,Martin,CZE,52.91,2.29,104.52%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Martin RUDORFER
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,20,71,Thomas MAYER,MAYER,Thomas,GBR,52.93,2.31,104.56%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Thomas MAYER
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,21,16,Manel CONTRERAS,CONTRERAS,Manel,ESP,53.14,2.52,104.98%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Manel CONTRERAS
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,22,47,Patrick GUTKNECHT,GUTKNECHT,Patrick,SUI,53.14,2.52,104.98%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Patrick GUTKNECHT
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,23,28,Jan LOCNIKAR,LOCNIKAR,Jan,SLO,53.16,2.54,105.02%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Jan LOCNIKAR
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,24,53,Ivan KOZLOV,KOZLOV,Ivan,AIN,53.31,2.69,105.31%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Ivan KOZLOV
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,25,14,Michele PISTONI,PISTONI,Michele,ITA,53.43,2.81,105.55%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Michele PISTONI
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,26,26,Miquel FARRAN,FARRAN,Miquel,ESP,53.59,2.97,105.87%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Miquel FARRAN
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,27,34,Alex SEGURA,SEGURA,Alex,ESP,53.64,3.02,105.97%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Alex SEGURA
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,28,37,Riley GALEA,GALEA,Riley,AUS,53.65,3.03,105.99%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Riley GALEA
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,29,23,Oliver PUCHNER,PUCHNER,Oliver,NZL,53.7,3.08,106.08%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Oliver PUCHNER
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,30,84,Koki KITAMURA,KITAMURA,Koki,JPN,53.92,3.3,106.52%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Koki KITAMURA
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,31,50,Felix SACHERS,SACHERS,Felix,GER,54.22,3.6,107.11%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Felix SACHERS
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,32,30,Thomas UKALOVIC,UKALOVIC,Thomas,CRO,54.36,3.74,107.39%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Thomas UKALOVIC
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,33,45,Simon ZEITLHOFER,ZEITLHOFER,Simon,AUT,54.41,3.79,107.49%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Simon ZEITLHOFER
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,34,22,Moritz KREMSLEHNER,KREMSLEHNER,Moritz,AUT,54.43,3.81,107.53%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Moritz KREMSLEHNER
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,35,15,Jesus MARTINEZ,MARTINEZ,Jesus,CHI,54.48,3.86,107.63%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Jesus MARTINEZ
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,36,19,Mikolaj MASTALSKI,MASTALSKI,Mikolaj,POL,54.62,4,107.90%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Mikolaj MASTALSKI
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,37,27,Serhii SOVKO,SOVKO,Serhii,UKR,54.77,4.15,108.20%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Serhii SOVKO
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,38,66,Filip DUDA,DUDA,Filip,SVK,54.97,4.35,108.59%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Filip DUDA
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,39,78,Matej SEVCIK,SEVCIK,Matej,SVK,55.06,4.44,108.77%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Matej SEVCIK
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,40,39,Filip STANKO,STANKO,Filip,SVK,55.15,4.53,108.95%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Filip STANKO
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,41,64,Rene JEKLIN,JEKLIN,Rene,SLO,55.2,4.58,109.05%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Rene JEKLIN
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,42,56,David BECKE,BECKE,David,GER,55.55,4.93,109.74%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX David BECKE
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,43,60,Ludovico CUIGNON,CUIGNON,Ludovico,ITA,55.75,5.13,110.13%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Ludovico CUIGNON
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,44,48,Dominic KASPER,KASPER,Dominic,SUI,55.77,5.15,110.17%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Dominic KASPER
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,45,33,Finn ANDERSON,ANDERSON,Finn,NZL,55.91,5.29,110.45%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Finn ANDERSON
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,46,63,Yu MISHIMA,MISHIMA,Yu,JPN,55.91,5.29,110.45%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Yu MISHIMA
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,47,44,Martins PLAUDIS,PLAUDIS,Martins,LAT,55.93,5.31,110.49%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Martins PLAUDIS
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,48,8,Salim JEMAI,JEMAI,Salim,TUN,55.97,5.35,110.57%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Salim JEMAI
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,49,46,Nils BIERMANS,BIERMANS,Nils,NED,56.22,5.6,111.06%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Nils BIERMANS
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,50,80,Padraig COWAN,COWAN,Padraig,IRL,56.69,6.07,111.99%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Padraig COWAN
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,51,35,Luca CANO MOLE,CANO MOLE,Luca,PER,56.87,6.25,112.35%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Luca CANO MOLE
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,52,59,Nahuel ESCOBAR PUGGIA,ESCOBAR PUGGIA,Nahuel,ARG,56.89,6.27,112.39%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Nahuel ESCOBAR PUGGIA
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,53,42,Klass Francisks ROZENTALS,ROZENTALS,Klass Francisks,LAT,57.09,6.47,112.78%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Klass Francisks ROZENTALS
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,54,38,Terence SARAMANDIF,SARAMANDIF,Terence,MRI,57.55,6.93,113.69%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Terence SARAMANDIF
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,55,61,Imangali MAMBETOV,MAMBETOV,Imangali,KAZ,57.72,7.1,114.03%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Imangali MAMBETOV
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,56,41,Ossian FIANDER,FIANDER,Ossian,SWE,58.16,7.54,114.90%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Ossian FIANDER
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,57,67,Daisuke NESHIME,NESHIME,Daisuke,JPN,58.23,7.61,115.03%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Daisuke NESHIME
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,58,51,Nathaniel FRANCIS,FRANCIS,Nathaniel,USA,58.3,7.68,115.17%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Nathaniel FRANCIS
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,59,77,Geral SOTO,SOTO,Geral,CHI,58.35,7.73,115.27%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Geral SOTO
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,60,79,Jung-Cheng WU,WU,Jung-Cheng,TPE,58.42,7.8,115.41%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Jung-Cheng WU
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,61,52,Victor Eduardo CARNEIRO,CARNEIRO,Victor Eduardo,BRA,59.09,8.47,116.73%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Victor Eduardo CARNEIRO
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,62,70,Piyanath KOETSUK,KOETSUK,Piyanath,THA,59.32,8.7,117.19%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Piyanath KOETSUK
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,63,20,Manuel TRIPANO,TRIPANO,Manuel,ARG,59.46,8.84,117.46%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships MCSLX Manuel TRIPANO
