Year,Location,Competition,Round,Phase,Class,Rank,Bib,Athlete Name,Last Name,First Name,Nation,Time,Time Behind,% Behind Winner,Faults,Competition ID,Athlete ID
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,18,23,Marek KULCZYCKI,KULCZYCKI,Marek,POL,54.34,3.13,106.11%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Marek KULCZYCKI
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,19,21,Paul LEHNER,LEHNER,Paul,GER,54.41,3.2,106.25%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Paul LEHNER
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,20,6,Michal KOPECEK,KOPECEK,Michal,CZE,54.76,3.55,106.93%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Michal KOPECEK
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,21,36,Tyler GEVAERT,GEVAERT,Tyler,CAN,54.94,3.73,107.28%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Tyler GEVAERT
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,22,72,Martin VENETIANER,VENETIANER,Martin,SVK,54.94,3.73,107.28%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Martin VENETIANER
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,23,8,Sevan BILLAUT,BILLAUT,Sevan,AUS,55.07,3.86,107.54%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Sevan BILLAUT
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,24,51,Dominic THOMAS,THOMAS,Dominic,GBR,55.09,3.88,107.58%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Dominic THOMAS
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,25,48,Marek PETRIK,PETRIK,Marek,CZE,55.16,3.95,107.71%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Marek PETRIK
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,26,20,David SKUBIK,SKUBIK,David,SVK,55.24,4.03,107.87%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX David SKUBIK
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,27,5,Fergus PAGE-BROWN,PAGE-BROWN,Fergus,AUS,55.28,4.07,107.95%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Fergus PAGE-BROWN
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,28,58,Jernej KRAMER,KRAMER,Jernej,SLO,55.54,4.33,108.46%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Jernej KRAMER
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,29,40,Afonso PINHEIRO,PINHEIRO,Afonso,POR,55.69,4.48,108.75%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Afonso PINHEIRO
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,30,19,Rostyslav MATVIIENKO,MATVIIENKO,Rostyslav,UKR,56.2,4.99,109.74%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Rostyslav MATVIIENKO
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,31,38,Brando BELOT DE LA HUNAUDAYE,BELOT DE LA HUNAUDAYE,Brando,ITA,56.67,5.46,110.66%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Brando BELOT DE LA HUNAUDAYE
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,32,52,Keisaku KODA,KODA,Keisaku,JPN,56.91,5.7,111.13%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Keisaku KODA
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,33,59,Matej RADOVICH,RADOVICH,Matej,SVK,57.5,6.29,112.28%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Matej RADOVICH
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,34,35,Igor PUCZEL,PUCZEL,Igor,POL,57.65,6.44,112.58%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Igor PUCZEL
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,35,49,Hung-Yu CHU,CHU,Hung-Yu,TPE,57.66,6.45,112.60%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Hung-Yu CHU
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,36,34,Kornelijus DAUNORAS,DAUNORAS,Kornelijus,LTU,57.88,6.67,113.02%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Kornelijus DAUNORAS
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,37,32,Adrijus AVERKINAS,AVERKINAS,Adrijus,LTU,57.93,6.72,113.12%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Adrijus AVERKINAS
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,38,29,Nikhil NIJHAWAN,NIJHAWAN,Nikhil,USA,57.96,6.75,113.18%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Nikhil NIJHAWAN
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,39,56,Maj PAJK,PAJK,Maj,SLO,58.07,6.86,113.40%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Maj PAJK
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,40,33,Milo OBLINGER,OBLINGER,Milo,SUI,58.09,6.88,113.43%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Milo OBLINGER
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,41,73,Delfo BOSSHARD,BOSSHARD,Delfo,SUI,58.12,6.91,113.49%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Delfo BOSSHARD
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,42,54,Joachim BERTHELOT,BERTHELOT,Joachim,PER,58.13,6.92,113.51%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Joachim BERTHELOT
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,43,25,Finnigan BLACKBURN,BLACKBURN,Finnigan,USA,58.31,7.1,113.86%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Finnigan BLACKBURN
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,44,28,Asher SMITH,SMITH,Asher,NZL,58.32,7.11,113.88%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Asher SMITH
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,45,44,Jakob SEEBACHER,SEEBACHER,Jakob,AUT,58.6,7.39,114.43%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Jakob SEEBACHER
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,46,22,Joseph SAMPSON,SAMPSON,Joseph,NZL,58.83,7.62,114.88%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Joseph SAMPSON
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,47,26,Loic LAMBERMONT,LAMBERMONT,Loic,NED,58.9,7.69,115.02%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Loic LAMBERMONT
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,48,41,Adrian LIGNE,LIGNE,Adrian,SWE,59,7.79,115.21%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Adrian LIGNE
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,49,42,Anton BOIVIN,BOIVIN,Anton,BEL,59.13,7.92,115.47%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Anton BOIVIN
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,50,10,Aar MAGAN,MAGAN,Aar,DJI,59.58,8.37,116.34%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Aar MAGAN
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,51,57,Antonio LIMA,LIMA,Antonio,POR,59.66,8.45,116.50%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Antonio LIMA
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,52,66,Gordey SHCHEHLOV,SHCHEHLOV,Gordey,POR,59.72,8.51,116.62%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Gordey SHCHEHLOV
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,53,69,Klavs AUZNIEKS,AUZNIEKS,Klavs,LAT,59.76,8.55,116.70%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Klavs AUZNIEKS
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,54,70,Shunsuke TANAKA,TANAKA,Shunsuke,JPN,59.8,8.59,116.77%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Shunsuke TANAKA
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,55,68,Scott VENNIKER,VENNIKER,Scott,RSA,60.05,8.84,117.26%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Scott VENNIKER
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,56,64,Teppei SAITO,SAITO,Teppei,JPN,60.47,9.26,118.08%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Teppei SAITO
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,57,39,Isaac LONG,LONG,Isaac,USA,60.82,9.61,118.77%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Isaac LONG
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,58,45,Juan Antonio CARRASCO CADILLO,CARRASCO CADILLO,Juan Antonio,PER,61.78,10.57,120.64%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Juan Antonio CARRASCO CADILLO
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,59,55,Yu-Chia LIN,LIN,Yu-Chia,TPE,61.88,10.67,120.84%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Yu-Chia LIN
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,60,43,Rokas POPIERA,POPIERA,Rokas,LTU,62.28,11.07,121.62%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Rokas POPIERA
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,61,62,Nicolas RIVADENEYRA,RIVADENEYRA,Nicolas,ECU,62.57,11.36,122.18%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Nicolas RIVADENEYRA
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,62,12,Alexandr KOROBOV,KOROBOV,Alexandr,KAZ,62.81,11.6,122.65%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Alexandr KOROBOV
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,63,30,George NOR,NOR,George,CAN,62.96,11.75,122.94%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX George NOR
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,64,11,Max STEINBRENNER,STEINBRENNER,Max,AUT,63.92,12.71,124.82%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Max STEINBRENNER
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,65,14,Michal SMIESKO,SMIESKO,Michal,CAN,64.66,13.45,126.26%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Michal SMIESKO
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,66,71,Lukas ROHRMEISTER,ROHRMEISTER,Lukas,AUT,68.6,17.39,133.96%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Lukas ROHRMEISTER
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,67,63,Dags POKSANS,POKSANS,Dags,LAT,73.83,22.62,144.17%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Dags POKSANS
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,68,47,Barrie TEUNISSEN,TEUNISSEN,Barrie,NED,75.22,24.01,146.89%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Barrie TEUNISSEN
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,69,61,James GOTTE,GOTTE,James,RSA,120.35,69.14,235.01%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX James GOTTE
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,70,16,Raage MAGAN,MAGAN,Raage,DJI,60.71,9.5,118.55%,FLT (7),2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX Raage MAGAN
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,71,7,James STAMP,STAMP,James,AUS,56.86,5.65,111.03%,FLT (3),2025 Foix Junior World Championships,2025 Foix Junior World Championships MCSLX James STAMP
2025,Foix,Junior World Championships,Brackets,Final,WCSLX,1,,Mina BLUME,BLUME,Mina,GER,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Mina BLUME
2025,Foix,Junior World Championships,Brackets,Final,WCSLX,2,,Britta JUNG,JUNG,Britta,GER,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Britta JUNG
2025,Foix,Junior World Championships,Brackets,Final,WCSLX,3,,Ainara GOIKOETXEA,GOIKOETXEA,Ainara,ESP,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Ainara GOIKOETXEA
2025,Foix,Junior World Championships,Brackets,Final,WCSLX,4,,Olwen YATES,YATES,Olwen,GBR,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Olwen YATES
2025,Foix,Junior World Championships,Brackets,Semi-Final,WCSLX,5,,Margot LAPEZE,LAPEZE,Margot,FRA,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Margot LAPEZE
2025,Foix,Junior World Championships,Brackets,Semi-Final,WCSLX,6,,Anna FABIANOVA,FABIANOVA,Anna,CZE,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Anna FABIANOVA
2025,Foix,Junior World Championships,Brackets,Semi-Final,WCSLX,7,,Anna SIMONA,SIMONA,Anna,ESP,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Anna SIMONA
2025,Foix,Junior World Championships,Brackets,Quarter-Final,WCSLX,9,,Jana BELMONTE,BELMONTE,Jana,ESP,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Jana BELMONTE
2025,Foix,Junior World Championships,Brackets,Quarter-Final,WCSLX,10,,Elizaveta RIABIKOVA,RIABIKOVA,Elizaveta,AIN,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Elizaveta RIABIKOVA
2025,Foix,Junior World Championships,Brackets,Quarter-Final,WCSLX,11,,Carla RHEIN,RHEIN,Carla,SUI,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Carla RHEIN
2025,Foix,Junior World Championships,Brackets,Quarter-Final,WCSLX,12,,Nerea CASTIGLIONE,CASTIGLIONE,Nerea,ARG,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Nerea CASTIGLIONE
2025,Foix,Junior World Championships,Brackets,Quarter-Final,WCSLX,13,,Lucie VACULOVA,VACULOVA,Lucie,CZE,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Lucie VACULOVA
2025,Foix,Junior World Championships,Brackets,Quarter-Final,WCSLX,14,,Eyleen VUILLEUMIER,VUILLEUMIER,Eyleen,SUI,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Eyleen VUILLEUMIER
2025,Foix,Junior World Championships,Brackets,Quarter-Final,WCSLX,15,,Isabella ALTMAN,ALTMAN,Isabella,USA,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Isabella ALTMAN
2025,Foix,Junior World Championships,Brackets,Quarter-Final,WCSLX,16,,Lilou MANIET,MANIET,Lilou,BEL,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Lilou MANIET
2025,Foix,Junior World Championships,Brackets,Heats,WCSLX,17,,Hanna DANEK,DANEK,Hanna,POL,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Hanna DANEK
2025,Foix,Junior World Championships,Brackets,Heats,WCSLX,18,,Carden OETTING,OETTING,Carden,USA,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Carden OETTING
2025,Foix,Junior World Championships,Brackets,Heats,WCSLX,19,,Mine ONOZAWA,ONOZAWA,Mine,JPN,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Mine ONOZAWA
2025,Foix,Junior World Championships,Brackets,Heats,WCSLX,20,,Codie DAVIDSON,DAVIDSON,Codie,AUS,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Codie DAVIDSON
2025,Foix,Junior World Championships,Brackets,Heats,WCSLX,21,,Gianna CADUFF,CADUFF,Gianna,SUI,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Gianna CADUFF
2025,Foix,Junior World Championships,Brackets,Heats,WCSLX,22,,Tess PATEMAN,PATEMAN,Tess,NZL,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Tess PATEMAN
2025,Foix,Junior World Championships,Brackets,Heats,WCSLX,23,,Darcey MCMULLINS,MCMULLINS,Darcey,GBR,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Darcey MCMULLINS
2025,Foix,Junior World Championships,Brackets,Heats,WCSLX,24,,Olivia LONG,LONG,Olivia,USA,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Olivia LONG
2025,Foix,Junior World Championships,Brackets,Heats,WCSLX,25,,Arina KONTCHAKOV,KONTCHAKOV,Arina,GBR,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Arina KONTCHAKOV
2025,Foix,Junior World Championships,Brackets,Heats,WCSLX,26,,Neele KRECH,KRECH,Neele,GER,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Neele KRECH
2025,Foix,Junior World Championships,Brackets,Heats,WCSLX,27,,Klara VOJTIKOVA,VOJTIKOVA,Klara,CZE,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Klara VOJTIKOVA
2025,Foix,Junior World Championships,Brackets,Heats,WCSLX,28,,Karolina ABRAHAMOVA,ABRAHAMOVA,Karolina,SVK,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Karolina ABRAHAMOVA
2025,Foix,Junior World Championships,Brackets,Heats,WCSLX,29,,Lea SENICA,SENICA,Lea,SLO,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Lea SENICA
2025,Foix,Junior World Championships,Brackets,Heats,WCSLX,30,,Freja BOOCOCK,BOOCOCK,Freja,AUS,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Freja BOOCOCK
2025,Foix,Junior World Championships,Brackets,Heats,WCSLX,31,,Zara ZAHORSKA,ZAHORSKA,Zara,SVK,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Zara ZAHORSKA
2025,Foix,Junior World Championships,Brackets,Heats,WCSLX,32,,Paige ZIMMERMAN,ZIMMERMAN,Paige,CAN,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Paige ZIMMERMAN
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,1,2,Anna SIMONA,SIMONA,Anna,ESP,57.69,0,100.00%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Anna SIMONA
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,2,9,Arina KONTCHAKOV,KONTCHAKOV,Arina,GBR,57.97,0.28,100.49%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Arina KONTCHAKOV
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,3,40,Britta JUNG,JUNG,Britta,GER,57.97,0.28,100.49%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Britta JUNG
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,4,19,Neele KRECH,KRECH,Neele,GER,58.28,0.59,101.02%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Neele KRECH
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,5,15,Klara VOJTIKOVA,VOJTIKOVA,Klara,CZE,58.63,0.94,101.63%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Klara VOJTIKOVA
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,6,21,Hanna DANEK,DANEK,Hanna,POL,58.73,1.04,101.80%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Hanna DANEK
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,7,52,Olwen YATES,YATES,Olwen,GBR,58.83,1.14,101.98%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Olwen YATES
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,8,25,Karolina ABRAHAMOVA,ABRAHAMOVA,Karolina,SVK,58.88,1.19,102.06%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Karolina ABRAHAMOVA
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,9,13,Mina BLUME,BLUME,Mina,GER,59.18,1.49,102.58%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Mina BLUME
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,10,14,Carden OETTING,OETTING,Carden,USA,59.33,1.64,102.84%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Carden OETTING
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,11,10,Margot LAPEZE,LAPEZE,Margot,FRA,59.56,1.87,103.24%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Margot LAPEZE
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,12,38,Mine ONOZAWA,ONOZAWA,Mine,JPN,59.57,1.88,103.26%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Mine ONOZAWA
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,13,18,Anna FABIANOVA,FABIANOVA,Anna,CZE,59.9,2.21,103.83%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Anna FABIANOVA
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,14,43,Lucie VACULOVA,VACULOVA,Lucie,CZE,59.98,2.29,103.97%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Lucie VACULOVA
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,15,4,Rosie REX,REX,Rosie,NZL,60.08,2.39,104.14%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Rosie REX
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,16,5,Eyleen VUILLEUMIER,VUILLEUMIER,Eyleen,SUI,60.11,2.42,104.19%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Eyleen VUILLEUMIER
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,17,30,Lea SENICA,SENICA,Lea,SLO,60.11,2.42,104.19%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Lea SENICA
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,18,3,Isabella ALTMAN,ALTMAN,Isabella,USA,60.38,2.69,104.66%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Isabella ALTMAN
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,19,11,Freja BOOCOCK,BOOCOCK,Freja,AUS,60.62,2.93,105.08%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Freja BOOCOCK
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,20,6,Ainara GOIKOETXEA,GOIKOETXEA,Ainara,ESP,60.94,3.25,105.63%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Ainara GOIKOETXEA
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,21,20,Lilou MANIET,MANIET,Lilou,BEL,61.43,3.74,106.48%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Lilou MANIET
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,22,46,Zara ZAHORSKA,ZAHORSKA,Zara,SVK,61.45,3.76,106.52%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Zara ZAHORSKA
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,23,26,Paige ZIMMERMAN,ZIMMERMAN,Paige,CAN,61.49,3.8,106.59%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Paige ZIMMERMAN
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,24,12,Jana BELMONTE,BELMONTE,Jana,ESP,61.62,3.93,106.81%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Jana BELMONTE
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,25,1,Codie DAVIDSON,DAVIDSON,Codie,AUS,62.65,4.96,108.60%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Codie DAVIDSON
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,26,42,Elizaveta RIABIKOVA,RIABIKOVA,Elizaveta,AIN,62.68,4.99,108.65%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Elizaveta RIABIKOVA
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,27,23,Carla RHEIN,RHEIN,Carla,SUI,63.16,5.47,109.48%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Carla RHEIN
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,28,8,Nerea CASTIGLIONE,CASTIGLIONE,Nerea,ARG,63.38,5.69,109.86%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Nerea CASTIGLIONE
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,29,34,Gianna CADUFF,CADUFF,Gianna,SUI,63.6,5.91,110.24%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Gianna CADUFF
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,30,16,Tess PATEMAN,PATEMAN,Tess,NZL,64.17,6.48,111.23%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Tess PATEMAN
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,31,32,Darcey MCMULLINS,MCMULLINS,Darcey,GBR,64.33,6.64,111.51%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Darcey MCMULLINS
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,32,33,Olivia LONG,LONG,Olivia,USA,64.48,6.79,111.77%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Olivia LONG
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,33,39,Hanon TANAKA,TANAKA,Hanon,JPN,64.76,7.07,112.26%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships WCSLX Hanon TANAKA
