Year,Location,Competition,Round,Phase,Class,Rank,Bib,Athlete Name,Last Name,First Name,Nation,Time,Time Behind,% Behind Winner,Faults,Competition ID,Athlete ID
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,33,139,Hanon TANAKA,TANAKA,Hanon,JPN,64.76,7.07,112.26%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial WCSLX Hanon TANAKA
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,34,127,Ona PERELEGRE,PERELEGRE,Ona,AND,64.83,7.14,112.38%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial WCSLX Ona PERELEGRE
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,35,122,Di YAN,YAN,Di,CHN,65.25,7.56,113.10%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial WCSLX Di YAN
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,36,141,Alua MAULETKAN,MAULETKAN,Alua,KAZ,67.88,10.19,117.66%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial WCSLX Alua MAULETKAN
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,37,145,Elizabete KURVINA,KURVINA,Elizabete,LAT,68.62,10.93,118.95%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial WCSLX Elizabete KURVINA
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,38,131,Patrycja IWANIEC,IWANIEC,Patrycja,POL,68.79,11.1,119.24%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial WCSLX Patrycja IWANIEC
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,39,107,Ada MACKIE,MACKIE,Ada,AUS,69.23,11.54,120.00%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial WCSLX Ada MACKIE
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,40,147,Ceren AVCU,AVCU,Ceren,TUR,69.65,11.96,120.73%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial WCSLX Ceren AVCU
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,41,136,Sophia Suzane Hada MOUHOUB,MOUHOUB,Sophia Suzane Hada,ALG,69.97,12.28,121.29%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial WCSLX Sophia Suzane Hada MOUHOUB
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,42,135,Anhelina KHARLAMOVA,KHARLAMOVA,Anhelina,UKR,70.05,12.36,121.42%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial WCSLX Anhelina KHARLAMOVA
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,43,144,Rafaela SANCHEZ,SANCHEZ,Rafaela,ECU,75.39,17.7,130.68%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial WCSLX Rafaela SANCHEZ
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,44,149,Martha BIYINZIKA,BIYINZIKA,Martha,UGA,75.47,17.78,130.82%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial WCSLX Martha BIYINZIKA
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,45,129,Eliza TARE,TARE,Eliza,LAT,75.67,17.98,131.17%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial WCSLX Eliza TARE
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,46,150,Meryem TAOUFIK,TAOUFIK,Meryem,MAR,80.39,22.7,139.35%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial WCSLX Meryem TAOUFIK
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,47,128,Rosalina TEUNISSEN,TEUNISSEN,Rosalina,NED,81.68,23.99,141.58%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial WCSLX Rosalina TEUNISSEN
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,48,137,Hannah TROWER,TROWER,Hannah,RSA,76.6,18.91,132.78%,FLT (5),2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial WCSLX Hannah TROWER
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,49,151,Honorine PICHARD,PICHARD,Honorine,FRA,62.4,4.71,108.16%,FLT (3),2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial WCSLX Honorine PICHARD
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,50,148,Isabel LOVATO,LOVATO,Isabel,ITA,66.18,8.49,114.72%,FLT (3),2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial WCSLX Isabel LOVATO
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,51,117,Veerle VAN VLIET,VAN VLIET,Veerle,NED,89.6,31.91,155.31%,FLT (3),2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial WCSLX Veerle VAN VLIET
2025,Foix,Junior World Championships,Time Trial,Time Trial,WCSLX,52,124,Laurette LALY,LALY,Laurette,FRA,63.25,5.56,109.64%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial WCSLX Laurette LALY
