Year,Location,Competition,Round,Phase,Class,Rank,Bib,Athlete Name,Last Name,First Name,Nation,Time,Time Behind,% Behind Winner,Faults,Competition ID,Athlete ID
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,59,77,Geral SOTO,SOTO,Geral,CHI,58.35,7.73,115.27%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Geral SOTO
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,60,79,Jung-Cheng WU,WU,Jung-Cheng,TPE,58.42,7.8,115.41%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Jung-Cheng WU
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,61,52,Victor Eduardo CARNEIRO,CARNEIRO,Victor Eduardo,BRA,59.09,8.47,116.73%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Victor Eduardo CARNEIRO
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,62,70,Piyanath KOETSUK,KOETSUK,Piyanath,THA,59.32,8.7,117.19%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Piyanath KOETSUK
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,63,20,Manuel TRIPANO,TRIPANO,Manuel,ARG,59.46,8.84,117.46%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Manuel TRIPANO
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,64,68,Matthew VAN HEERDEN,VAN HEERDEN,Matthew,RSA,59.48,8.86,117.50%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Matthew VAN HEERDEN
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,65,11,Jakob SAVLI,SAVLI,Jakob,SLO,59.51,8.89,117.56%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Jakob SAVLI
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,66,74,Gustaf FIANDER,FIANDER,Gustaf,SWE,59.59,8.97,117.72%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Gustaf FIANDER
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,67,40,Fernando REINOSO,REINOSO,Fernando,MEX,59.84,9.22,118.21%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Fernando REINOSO
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,68,36,Michal CIAGLO,CIAGLO,Michal,POL,60.11,9.49,118.75%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Michal CIAGLO
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,69,82,Pedro MARTINS,MARTINS,Pedro,POR,60.11,9.49,118.75%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Pedro MARTINS
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,70,57,Moorim PARK,PARK,Moorim,KOR,60.12,9.5,118.77%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Moorim PARK
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,71,58,Carl FIANDER,FIANDER,Carl,SWE,61.1,10.48,120.70%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Carl FIANDER
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,72,75,Brayden RAW,RAW,Brayden,RSA,61.25,10.63,121.00%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Brayden RAW
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,73,32,Lachlan FARADAY,FARADAY,Lachlan,CAN,61.29,10.67,121.08%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Lachlan FARADAY
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,74,73,Martins MACIJAUSKS,MACIJAUSKS,Martins,LAT,61.3,10.68,121.10%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Martins MACIJAUSKS
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,75,31,Isaac ZIMMERMAN,ZIMMERMAN,Isaac,CAN,61.37,10.75,121.24%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Isaac ZIMMERMAN
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,76,69,Sergei ANTONOV,ANTONOV,Sergei,KAZ,62.35,11.73,123.17%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Sergei ANTONOV
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,77,55,Noah WILHELMER,WILHELMER,Noah,AUT,63.68,13.06,125.80%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Noah WILHELMER
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,78,49,Pradhyumna Singh RATHOD,RATHOD,Pradhyumna Singh,IND,65.83,15.21,130.05%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Pradhyumna Singh RATHOD
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,79,83,Mustafa PARLAK,PARLAK,Mustafa,TUR,69.1,18.48,136.51%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Mustafa PARLAK
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,80,81,Chonlasit PHUTTRAKSA,PHUTTRAKSA,Chonlasit,THA,75.89,25.27,149.92%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Chonlasit PHUTTRAKSA
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,81,29,Enrico DIETZ,DIETZ,Enrico,GER,53.41,2.79,105.51%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Enrico DIETZ
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,82,62,Edward MCDONALD,MCDONALD,Edward,GBR,58.19,7.57,114.95%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Edward MCDONALD
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,83,72,Gael ETTWILLER,ETTWILLER,Gael,LUX,58.64,8.02,115.84%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Gael ETTWILLER
2025,Foix,U23 World Championships,Time Trial,Time Trial,MCSLX,84,76,Fu-Hua CHANG,CHANG,Fu-Hua,TPE,66.91,16.29,132.18%,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Time Trial MCSLX Fu-Hua CHANG
2025,Foix,U23 World Championships,Brackets,Final,WCSLX,1,,Doriane DELASSUS,DELASSUS,Doriane,FRA,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Doriane DELASSUS
2025,Foix,U23 World Championships,Brackets,Final,WCSLX,2,,Lois LEAVER,LEAVER,Lois,GBR,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Lois LEAVER
2025,Foix,U23 World Championships,Brackets,Final,WCSLX,3,,Katerina BEKOVA,BEKOVA,Katerina,CZE,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Katerina BEKOVA
2025,Foix,U23 World Championships,Brackets,Final,WCSLX,4,,Evy LEIBFARTH,LEIBFARTH,Evy,USA,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Evy LEIBFARTH
2025,Foix,U23 World Championships,Brackets,Semi-Final,WCSLX,5,,Haizea SEGURA,SEGURA,Haizea,ESP,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Haizea SEGURA
2025,Foix,U23 World Championships,Brackets,Semi-Final,WCSLX,6,,Marcella ALTMAN,ALTMAN,Marcella,USA,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Marcella ALTMAN
2025,Foix,U23 World Championships,Brackets,Semi-Final,WCSLX,7,,Tereza KNEBLOVA,KNEBLOVA,Tereza,CZE,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Tereza KNEBLOVA
2025,Foix,U23 World Championships,Brackets,Semi-Final,WCSLX,8,,Lucia PISTONI,PISTONI,Lucia,ITA,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Lucia PISTONI
2025,Foix,U23 World Championships,Brackets,Quarter-Final,WCSLX,9,,Eva Alina HOCEVAR,HOCEVAR,Eva Alina,SLO,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Eva Alina HOCEVAR
2025,Foix,U23 World Championships,Brackets,Quarter-Final,WCSLX,10,,Antonia PLOCHMANN,PLOCHMANN,Antonia,GER,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Antonia PLOCHMANN
2025,Foix,U23 World Championships,Brackets,Quarter-Final,WCSLX,11,,Naja PINTERIC,PINTERIC,Naja,SLO,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Naja PINTERIC
2025,Foix,U23 World Championships,Brackets,Quarter-Final,WCSLX,12,,Svenja MATTI,MATTI,Svenja,SUI,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Svenja MATTI
2025,Foix,U23 World Championships,Brackets,Quarter-Final,WCSLX,13,,Olga SAMKOVA,SAMKOVA,Olga,CZE,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Olga SAMKOVA
2025,Foix,U23 World Championships,Brackets,Quarter-Final,WCSLX,14,,Taisiia LOGACHEVA,LOGACHEVA,Taisiia,AIN,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Taisiia LOGACHEVA
2025,Foix,U23 World Championships,Brackets,Quarter-Final,WCSLX,15,,Marina NOVYSH,NOVYSH,Marina,AIN,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Marina NOVYSH
2025,Foix,U23 World Championships,Brackets,Quarter-Final,WCSLX,16,,Georgia O'CALLAGHAN,O'CALLAGHAN,Georgia,AUS,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Georgia O'CALLAGHAN
2025,Foix,U23 World Championships,Brackets,Heats,WCSLX,17,,Emma VUITTON,VUITTON,Emma,FRA,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Emma VUITTON
2025,Foix,U23 World Championships,Brackets,Heats,WCSLX,18,,Leire GONI,GONI,Leire,ESP,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Leire GONI
2025,Foix,U23 World Championships,Brackets,Heats,WCSLX,19,,Macy KANG,KANG,Macy,GBR,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Macy KANG
2025,Foix,U23 World Championships,Brackets,Heats,WCSLX,20,,Oleksandra HORLOVA,HORLOVA,Oleksandra,UKR,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Oleksandra HORLOVA
2025,Foix,U23 World Championships,Brackets,Heats,WCSLX,21,,Perrine JOUBERT,JOUBERT,Perrine,FRA,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Perrine JOUBERT
2025,Foix,U23 World Championships,Brackets,Heats,WCSLX,22,,Ivana CHLEBOVA,CHLEBOVA,Ivana,SVK,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Ivana CHLEBOVA
2025,Foix,U23 World Championships,Brackets,Heats,WCSLX,23,,Fia BUETIKOFER,BUETIKOFER,Fia,SUI,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Fia BUETIKOFER
2025,Foix,U23 World Championships,Brackets,Heats,WCSLX,24,,Laura PLATA,PLATA,Laura,COL,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Laura PLATA
2025,Foix,U23 World Championships,Brackets,Heats,WCSLX,25,,Zuzana PANKOVA,PANKOVA,Zuzana,SVK,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Zuzana PANKOVA
2025,Foix,U23 World Championships,Brackets,Heats,WCSLX,26,,Dominika BRZESKA,BRZESKA,Dominika,POL,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Dominika BRZESKA
2025,Foix,U23 World Championships,Brackets,Heats,WCSLX,27,,Paulina PIRRO,PIRRO,Paulina,GER,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Paulina PIRRO
2025,Foix,U23 World Championships,Brackets,Heats,WCSLX,28,,Charlotte WILD,WILD,Charlotte,GER,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Charlotte WILD
2025,Foix,U23 World Championships,Brackets,Heats,WCSLX,29,,Angelina MAKACHEVA,MAKACHEVA,Angelina,AIN,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Angelina MAKACHEVA
2025,Foix,U23 World Championships,Brackets,Heats,WCSLX,30,,Beatrice OLSON,OLSON,Beatrice,CAN,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Beatrice OLSON
2025,Foix,U23 World Championships,Brackets,Heats,WCSLX,31,,Jana PLANES,PLANES,Jana,ESP,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Jana PLANES
2025,Foix,U23 World Championships,Brackets,Heats,WCSLX,32,,Ria SRIBAR,SRIBAR,Ria,USA,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets WCSLX Ria SRIBAR
2025,Foix,Junior World Championships,Brackets,Final,MCSLX,1,,Ziga Lin HOCEVAR,HOCEVAR,Ziga Lin,SLO,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Ziga Lin HOCEVAR
2025,Foix,Junior World Championships,Brackets,Final,MCSLX,2,,Oier DIAZ,DIAZ,Oier,ESP,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Oier DIAZ
2025,Foix,Junior World Championships,Brackets,Final,MCSLX,3,,Faust CLOTET JUANMARTI,CLOTET JUANMARTI,Faust,ESP,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Faust CLOTET JUANMARTI
2025,Foix,Junior World Championships,Brackets,Final,MCSLX,4,,Martin PANZER,PANZER,Martin,CZE,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Martin PANZER
2025,Foix,Junior World Championships,Brackets,Semi-Final,MCSLX,5,,Kilian KAEDING,KAEDING,Kilian,GER,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Kilian KAEDING
2025,Foix,Junior World Championships,Brackets,Semi-Final,MCSLX,7,,Gwion WILLIAMS,WILLIAMS,Gwion,GBR,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Gwion WILLIAMS
2025,Foix,Junior World Championships,Brackets,Semi-Final,MCSLX,8,,Michal KOPECEK,KOPECEK,Michal,CZE,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Michal KOPECEK
2025,Foix,Junior World Championships,Brackets,Quarter-Final,MCSLX,9,,Titouan ESTANGUET,ESTANGUET,Titouan,FRA,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Titouan ESTANGUET
2025,Foix,Junior World Championships,Brackets,Quarter-Final,MCSLX,10,,Harry KIRBY,KIRBY,Harry,GBR,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Harry KIRBY
2025,Foix,Junior World Championships,Brackets,Quarter-Final,MCSLX,11,,Kalle NEUMANN,NEUMANN,Kalle,GER,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Kalle NEUMANN
2025,Foix,Junior World Championships,Brackets,Quarter-Final,MCSLX,12,,Marek KULCZYCKI,KULCZYCKI,Marek,POL,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Marek KULCZYCKI
2025,Foix,Junior World Championships,Brackets,Quarter-Final,MCSLX,13,,Arik BUETIKOFER,BUETIKOFER,Arik,SUI,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Arik BUETIKOFER
2025,Foix,Junior World Championships,Brackets,Quarter-Final,MCSLX,14,,Jayden PARKER,PARKER,Jayden,NZL,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Jayden PARKER
2025,Foix,Junior World Championships,Brackets,Quarter-Final,MCSLX,15,,Paul LEHNER,LEHNER,Paul,GER,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Paul LEHNER
2025,Foix,Junior World Championships,Brackets,Quarter-Final,MCSLX,16,,David SKUBIK,SKUBIK,David,SVK,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX David SKUBIK
2025,Foix,Junior World Championships,Brackets,Heats,MCSLX,17,,Arkhyp KRACHKO,KRACHKO,Arkhyp,UKR,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Arkhyp KRACHKO
2025,Foix,Junior World Championships,Brackets,Heats,MCSLX,18,,Tao PETIT,PETIT,Tao,FRA,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Tao PETIT
2025,Foix,Junior World Championships,Brackets,Heats,MCSLX,19,,Nil CHECA BARO,CHECA BARO,Nil,AND,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Nil CHECA BARO
2025,Foix,Junior World Championships,Brackets,Heats,MCSLX,20,,Tyler GEVAERT,GEVAERT,Tyler,CAN,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Tyler GEVAERT
2025,Foix,Junior World Championships,Brackets,Heats,MCSLX,21,,Dominic THOMAS,THOMAS,Dominic,GBR,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Dominic THOMAS
2025,Foix,Junior World Championships,Brackets,Heats,MCSLX,23,,Rostyslav MATVIIENKO,MATVIIENKO,Rostyslav,UKR,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Rostyslav MATVIIENKO
2025,Foix,Junior World Championships,Brackets,Heats,MCSLX,24,,Keisaku KODA,KODA,Keisaku,JPN,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Keisaku KODA
2025,Foix,Junior World Championships,Brackets,Heats,MCSLX,25,,Clement DAVY,DAVY,Clement,FRA,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Clement DAVY
2025,Foix,Junior World Championships,Brackets,Heats,MCSLX,26,,Nicola PISTONI,PISTONI,Nicola,ITA,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Nicola PISTONI
2025,Foix,Junior World Championships,Brackets,Heats,MCSLX,27,,Martin VENETIANER,VENETIANER,Martin,SVK,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Martin VENETIANER
2025,Foix,Junior World Championships,Brackets,Heats,MCSLX,28,,Sevan BILLAUT,BILLAUT,Sevan,AUS,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Sevan BILLAUT
2025,Foix,Junior World Championships,Brackets,Heats,MCSLX,29,,Marek PETRIK,PETRIK,Marek,CZE,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Marek PETRIK
2025,Foix,Junior World Championships,Brackets,Heats,MCSLX,30,,Jernej KRAMER,KRAMER,Jernej,SLO,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Jernej KRAMER
2025,Foix,Junior World Championships,Brackets,Heats,MCSLX,31,,Afonso PINHEIRO,PINHEIRO,Afonso,POR,,,,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Brackets MCSLX Afonso PINHEIRO
2025,Foix,U23 World Championships,Brackets,Final,MCSLX,1,,Nicholas COLLIER,COLLIER,Nicholas,NZL,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Nicholas COLLIER
2025,Foix,U23 World Championships,Brackets,Final,MCSLX,2,,Titouan CASTRYCK,CASTRYCK,Titouan,FRA,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Titouan CASTRYCK
2025,Foix,U23 World Championships,Brackets,Final,MCSLX,3,,Xabier FERRAZZI,FERRAZZI,Xabier,ITA,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Xabier FERRAZZI
2025,Foix,U23 World Championships,Brackets,Final,MCSLX,4,,Gino BENINI,BENINI,Gino,FRA,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Gino BENINI
2025,Foix,U23 World Championships,Brackets,Semi-Final,MCSLX,5,,Sam LEAVER,LEAVER,Sam,GBR,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Sam LEAVER
2025,Foix,U23 World Championships,Brackets,Semi-Final,MCSLX,6,,Patrick GUTKNECHT,GUTKNECHT,Patrick,SUI,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Patrick GUTKNECHT
2025,Foix,U23 World Championships,Brackets,Semi-Final,MCSLX,7,,Tadeusz KUCHNO,KUCHNO,Tadeusz,POL,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Tadeusz KUCHNO
2025,Foix,U23 World Championships,Brackets,Semi-Final,MCSLX,8,,Oleksandr FEDORENKO,FEDORENKO,Oleksandr,UKR,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Oleksandr FEDORENKO
2025,Foix,U23 World Championships,Brackets,Quarter-Final,MCSLX,9,,Matyas NOVAK,NOVAK,Matyas,CZE,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Matyas NOVAK
2025,Foix,U23 World Championships,Brackets,Quarter-Final,MCSLX,10,,Thomas MAYER,MAYER,Thomas,GBR,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Thomas MAYER
2025,Foix,U23 World Championships,Brackets,Quarter-Final,MCSLX,11,,Ivan KOZLOV,KOZLOV,Ivan,AIN,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Ivan KOZLOV
2025,Foix,U23 World Championships,Brackets,Quarter-Final,MCSLX,12,,Koki KITAMURA,KITAMURA,Koki,JPN,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Koki KITAMURA
2025,Foix,U23 World Championships,Brackets,Quarter-Final,MCSLX,13,,Jakub KREJCI,KREJCI,Jakub,CZE,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Jakub KREJCI
2025,Foix,U23 World Championships,Brackets,Quarter-Final,MCSLX,14,,Martin CORNU,CORNU,Martin,FRA,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Martin CORNU
2025,Foix,U23 World Championships,Brackets,Quarter-Final,MCSLX,15,,Alex BALDONI,BALDONI,Alex,CAN,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Alex BALDONI
2025,Foix,U23 World Championships,Brackets,Quarter-Final,MCSLX,16,,Egor SMIRNOV,SMIRNOV,Egor,AIN,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Egor SMIRNOV
2025,Foix,U23 World Championships,Brackets,Heats,MCSLX,17,,Merle LONG,LONG,Merle,AUS,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Merle LONG
2025,Foix,U23 World Championships,Brackets,Heats,MCSLX,18,,Kyler James LONG,LONG,Kyler James,USA,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Kyler James LONG
2025,Foix,U23 World Championships,Brackets,Heats,MCSLX,19,,Dominic CURTIN,CURTIN,Dominic,AUS,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Dominic CURTIN
2025,Foix,U23 World Championships,Brackets,Heats,MCSLX,20,,Kaelin FRIEDENSON,FRIEDENSON,Kaelin,USA,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Kaelin FRIEDENSON
2025,Foix,U23 World Championships,Brackets,Heats,MCSLX,21,,Martin RUDORFER,RUDORFER,Martin,CZE,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Martin RUDORFER
2025,Foix,U23 World Championships,Brackets,Heats,MCSLX,22,,Jan LOCNIKAR,LOCNIKAR,Jan,SLO,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Jan LOCNIKAR
2025,Foix,U23 World Championships,Brackets,Heats,MCSLX,23,,Michele PISTONI,PISTONI,Michele,ITA,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Michele PISTONI
2025,Foix,U23 World Championships,Brackets,Heats,MCSLX,24,,Riley GALEA,GALEA,Riley,AUS,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Riley GALEA
2025,Foix,U23 World Championships,Brackets,Heats,MCSLX,25,,Artem IVCHENKO,IVCHENKO,Artem,UKR,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Artem IVCHENKO
2025,Foix,U23 World Championships,Brackets,Heats,MCSLX,26,,Pitt ROHRER,ROHRER,Pitt,SUI,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Pitt ROHRER
2025,Foix,U23 World Championships,Brackets,Heats,MCSLX,27,,Manel CONTRERAS,CONTRERAS,Manel,ESP,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Manel CONTRERAS
2025,Foix,U23 World Championships,Brackets,Heats,MCSLX,28,,Miquel FARRAN,FARRAN,Miquel,ESP,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Miquel FARRAN
2025,Foix,U23 World Championships,Brackets,Heats,MCSLX,29,,Alex SEGURA,SEGURA,Alex,ESP,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Alex SEGURA
2025,Foix,U23 World Championships,Brackets,Heats,MCSLX,30,,Oliver PUCHNER,PUCHNER,Oliver,NZL,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Oliver PUCHNER
2025,Foix,U23 World Championships,Brackets,Heats,MCSLX,31,,Felix SACHERS,SACHERS,Felix,GER,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Felix SACHERS
2025,Foix,U23 World Championships,Brackets,Heats,MCSLX,32,,Thomas UKALOVIC,UKALOVIC,Thomas,CRO,,,,,2025 Foix U23 World Championships,2025 Foix U23 World Championships Brackets MCSLX Thomas UKALOVIC
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,1,101,Ziga Lin HOCEVAR,HOCEVAR,Ziga Lin,SLO,51.21,0,100.00%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial MCSLX Ziga Lin HOCEVAR
2025,Foix,Junior World Championships,Time Trial,Time Trial,MCSLX,2,103,Faust CLOTET JUANMARTI,CLOTET JUANMARTI,Faust,ESP,51.52,0.31,100.61%,,2025 Foix Junior World Championships,2025 Foix Junior World Championships Time Trial MCSLX Faust CLOTET JUANMARTI
