UID,Year,Location,Competition,Phase,Class,Rank,Bib,Athlete Name,Nation,Gate 1,Gate 2,Gate 3,Gate 4,Gate 5,Gate 6,Gate 7,Gate 8,Gate 9,Gate 10,Gate 11,Gate 12,Gate 13,Gate 14,Gate 15,Gate 16,Gate 17,Gate 18,Gate 19,Gate 20,Gate 21,Gate 22,Gate 23,Gate 24,Gate 25,Raw Time,Total Penalties,Total Time,Heats Format,Raw % Behind,Total % Behind,Year of Birth
2016 Prague World Cup 4 Final K1W 4,2016,Prague,World Cup 4,Final,K1W,4,18,Veronika Vojtova,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,112.31,0,112.31,Heat 1 Progression,109.47%,103.43%,1990
2016 Prague World Cup 4 Final K1W 5,2016,Prague,World Cup 4,Final,K1W,5,29,Klaudia Zwolinska,POL,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2,-,-,,112.5,4,116.5,Heat 1 Progression,109.66%,107.28%,1998
2016 Prague World Cup 4 Final K1W 6,2016,Prague,World Cup 4,Final,K1W,6,5,Katerina Kudejova,CZE,2,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,112.88,4,116.88,Heat 1 Progression,110.03%,107.63%,1990
2016 Prague World Cup 4 Final K1W 7,2016,Prague,World Cup 4,Final,K1W,7,8,Marta Martinez,ESP,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,,110.64,8,118.64,Heat 1 Progression,107.85%,109.25%,1989
2016 Prague World Cup 4 Final K1W 8,2016,Prague,World Cup 4,Final,K1W,8,19,Estelle Mangin,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,2,-,-,-,-,-,,120.11,4,124.11,Heat 1 Progression,117.08%,114.29%,1992
2016 Prague World Cup 4 Final K1W 9,2016,Prague,World Cup 4,Final,K1W,9,4,Jana Dukatova,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,,109.3,50,159.3,Heat 1 Progression,106.54%,146.70%,1983
2016 Prague World Cup 4 Final K1W 10,2016,Prague,World Cup 4,Final,K1W,10,16,Karolina Galuskova,CZE,-,-,-,-,2,-,50,2,-,2,-,-,-,-,2,2,-,-,-,2,-,-,-,-,,112.51,62,174.51,Heat 1 Progression,109.67%,160.71%,1995
2016 Tacen World Cup 5 Heat 1 K1W 1,2016,Tacen,World Cup 5,Heat 1,K1W,1,1,Jessica Fox,AUS,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,112.99,2,114.99,Heat 1 Progression,100.00%,100.00%,1994
2016 Tacen World Cup 5 Heat 1 K1W 2,2016,Tacen,World Cup 5,Heat 1,K1W,2,8,Eva Tercelj,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,115.01,0,115.01,Heat 1 Progression,101.79%,100.02%,1992
2016 Tacen World Cup 5 Heat 1 K1W 3,2016,Tacen,World Cup 5,Heat 1,K1W,3,4,Jana Dukatova,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,116.93,0,116.93,Heat 1 Progression,103.49%,101.69%,1983
2016 Tacen World Cup 5 Heat 1 K1W 4,2016,Tacen,World Cup 5,Heat 1,K1W,4,3,Ricarda Funk,GER,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,115.11,2,117.11,Heat 1 Progression,101.88%,101.84%,1992
2016 Tacen World Cup 5 Heat 1 K1W 5,2016,Tacen,World Cup 5,Heat 1,K1W,5,14,Veronika Vojtova,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,118.54,0,118.54,Heat 1 Progression,104.91%,103.09%,1990
2016 Tacen World Cup 5 Heat 1 K1W 6,2016,Tacen,World Cup 5,Heat 1,K1W,6,10,Stefanie Horn,ITA,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,117.19,2,119.19,Heat 1 Progression,103.72%,103.65%,1991
2016 Tacen World Cup 5 Heat 1 K1W 7,2016,Tacen,World Cup 5,Heat 1,K1W,7,41,Pauline Guiet,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,119.21,0,119.21,Heat 1 Progression,105.50%,103.67%,1990
2016 Tacen World Cup 5 Heat 1 K1W 8,2016,Tacen,World Cup 5,Heat 1,K1W,8,5,Jasmin Schornberg,GER,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,117.64,2,119.64,Heat 1 Progression,104.12%,104.04%,1986
2016 Tacen World Cup 5 Heat 1 K1W 9,2016,Tacen,World Cup 5,Heat 1,K1W,9,17,Viktoria Wolffhardt,AUT,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,117.77,2,119.77,Heat 1 Progression,104.23%,104.16%,1994
2016 Tacen World Cup 5 Heat 1 K1W 10,2016,Tacen,World Cup 5,Heat 1,K1W,10,11,Fiona Pennie,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,120.35,0,120.35,Heat 1 Progression,106.51%,104.66%,1982
2016 Tacen World Cup 5 Heat 1 K1W 11,2016,Tacen,World Cup 5,Heat 1,K1W,11,15,Estelle Mangin,FRA,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,,,,,118.59,2,120.59,Heat 1 Progression,104.96%,104.87%,1992
2016 Tacen World Cup 5 Heat 1 K1W 12,2016,Tacen,World Cup 5,Heat 1,K1W,12,12,Ana Satila,BRA,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,2,-,-,-,-,,,,,,116.97,4,120.97,Heat 1 Progression,103.52%,105.20%,1996
2016 Tacen World Cup 5 Heat 1 K1W 13,2016,Tacen,World Cup 5,Heat 1,K1W,13,27,Amalie Hilgertova,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,121.17,0,121.17,Heat 1 Progression,107.24%,105.37%,1997
2016 Tacen World Cup 5 Heat 1 K1W 14,2016,Tacen,World Cup 5,Heat 1,K1W,14,13,Violetta Oblinger Peters,AUT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,,,,,,119.81,2,121.81,Heat 1 Progression,106.04%,105.93%,1978
2016 Tacen World Cup 5 Heat 1 K1W 15,2016,Tacen,World Cup 5,Heat 1,K1W,15,19,Kimberley Woods,GBR,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,119.94,2,121.94,Heat 1 Progression,106.15%,106.04%,1995
2016 Tacen World Cup 5 Heat 1 K1W 16,2016,Tacen,World Cup 5,Heat 1,K1W,16,9,Elizabeth Neave,GBR,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,119.97,2,121.97,Heat 1 Progression,106.18%,106.07%,1987
2016 Tacen World Cup 5 Heat 1 K1W 17,2016,Tacen,World Cup 5,Heat 1,K1W,17,7,Marta Martinez,ESP,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,121.88,2,123.88,Heat 1 Progression,107.87%,107.73%,1989
2016 Tacen World Cup 5 Heat 1 K1W 18,2016,Tacen,World Cup 5,Heat 1,K1W,18,2,Corinna Kuhnle,AUT,-,-,-,-,-,-,-,2,2,-,-,-,-,2,-,-,-,-,-,-,,,,,,118.75,6,124.75,Heat 1 Progression,105.10%,108.49%,1987
2016 Tacen World Cup 5 Heat 1 K1W 19,2016,Tacen,World Cup 5,Heat 1,K1W,19,31,Caroline Trompeter,GER,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,,,,,,120.32,6,126.32,Heat 1 Progression,106.49%,109.85%,1994
2016 Tacen World Cup 5 Heat 1 K1W 20,2016,Tacen,World Cup 5,Heat 1,K1W,20,16,Carole Bouzidi,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,,,,,,124.47,2,126.47,Heat 1 Progression,110.16%,109.98%,1985
2016 Tacen World Cup 5 Heat 1 K1W 21,2016,Tacen,World Cup 5,Heat 1,K1W,21,21,Ajda Novak,SLO,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,124.48,2,126.48,Heat 1 Progression,110.17%,109.99%,1993
2016 Tacen World Cup 5 Heat 1 K1W 22,2016,Tacen,World Cup 5,Heat 1,K1W,22,32,Sara Cwik,POL,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2,,,,,,122.78,4,126.78,Heat 1 Progression,108.66%,110.25%,1998
2016 Tacen World Cup 5 Heat 1 K1W 23,2016,Tacen,World Cup 5,Heat 1,K1W,23,26,Chiara Sabattini,ITA,-,-,-,2,-,-,-,-,-,-,-,-,-,2,-,-,-,2,-,-,,,,,,123,6,129,Heat 1 Progression,108.86%,112.18%,1993
2016 Tacen World Cup 5 Heat 1 K1W 24,2016,Tacen,World Cup 5,Heat 1,K1W,24,6,Ursa Kragelj,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,,,,,,127.56,2,129.56,Heat 1 Progression,112.89%,112.67%,1988
2016 Tacen World Cup 5 Heat 1 K1W 25,2016,Tacen,World Cup 5,Heat 1,K1W,25,18,Elena Kaliska,SVK,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,,,,,,123.62,6,129.62,Heat 1 Progression,109.41%,112.72%,1972
2016 Tacen World Cup 5 Heat 1 K1W 26,2016,Tacen,World Cup 5,Heat 1,K1W,26,29,Ashley Nee,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,,,,,,127.77,2,129.77,Heat 1 Progression,113.08%,112.85%,1989
2016 Tacen World Cup 5 Heat 1 K1W 27,2016,Tacen,World Cup 5,Heat 1,K1W,27,33,Kate Eckhardt,AUS,-,-,-,2,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,,,,,,126.12,6,132.12,Heat 1 Progression,111.62%,114.90%,1997
2016 Tacen World Cup 5 Heat 1 K1W 28,2016,Tacen,World Cup 5,Heat 1,K1W,28,34,Michaela Hassova,SVK,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,,,,,,128.17,4,132.17,Heat 1 Progression,113.43%,114.94%,1999
2016 Tacen World Cup 5 Heat 1 K1W 29,2016,Tacen,World Cup 5,Heat 1,K1W,29,25,Yuriko Takeshita,JPN,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,,,,,,131.16,2,133.16,Heat 1 Progression,116.08%,115.80%,1988
2016 Tacen World Cup 5 Heat 1 K1W 30,2016,Tacen,World Cup 5,Heat 1,K1W,30,24,Klaudia Zwolinska,POL,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,,,,,136.45,2,138.45,Heat 1 Progression,120.76%,120.40%,1998
2016 Tacen World Cup 5 Heat 1 K1W 31,2016,Tacen,World Cup 5,Heat 1,K1W,31,23,Joanna Medon,POL,2,-,-,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,,,,,135.19,6,141.19,Heat 1 Progression,119.65%,122.78%,1983
2016 Tacen World Cup 5 Heat 1 K1W 32,2016,Tacen,World Cup 5,Heat 1,K1W,32,37,Jane Nicholas,NZL,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2,-,-,-,,,,,,139.65,4,143.65,Heat 1 Progression,123.60%,124.92%,1993
2016 Tacen World Cup 5 Heat 1 K1W 33,2016,Tacen,World Cup 5,Heat 1,K1W,33,45,Lois Betteridge,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,149.51,0,149.51,Heat 1 Progression,132.32%,130.02%,1997
2016 Tacen World Cup 5 Heat 1 K1W 34,2016,Tacen,World Cup 5,Heat 1,K1W,34,40,Kensa Randle,NZL,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,-,-,-,-,-,,,,,,146.5,4,150.5,Heat 1 Progression,129.66%,130.88%,1998
2016 Tacen World Cup 5 Heat 1 K1W 35,2016,Tacen,World Cup 5,Heat 1,K1W,35,42,Nuria Vilarrubla,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,,,,,,151,2,153,Heat 1 Progression,133.64%,133.06%,1992
2016 Tacen World Cup 5 Heat 1 K1W 36,2016,Tacen,World Cup 5,Heat 1,K1W,36,44,Shi Chen,CHN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,,,,,,159.19,2,161.19,Heat 1 Progression,140.89%,140.18%,1993
2016 Tacen World Cup 5 Heat 1 K1W 37,2016,Tacen,World Cup 5,Heat 1,K1W,37,39,Haruka Okazaki,JPN,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,,,,,,158.36,4,162.36,Heat 1 Progression,140.15%,141.19%,1998
2016 Tacen World Cup 5 Heat 1 K1W 38,2016,Tacen,World Cup 5,Heat 1,K1W,38,46,Seu Jacobi,USA,-,2,-,2,-,-,2,-,-,2,-,2,-,2,-,-,-,-,-,-,,,,,,157.5,12,169.5,Heat 1 Progression,139.39%,147.40%,2001
2016 Tacen World Cup 5 Heat 1 K1W 39,2016,Tacen,World Cup 5,Heat 1,K1W,39,20,Martina Wegman,NED,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,,,,,,124.96,50,174.96,Heat 1 Progression,110.59%,152.15%,1989
2016 Tacen World Cup 5 Heat 1 K1W 40,2016,Tacen,World Cup 5,Heat 1,K1W,40,43,Tereza Fiserova,CZE,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,,,,,,129.97,52,181.97,Heat 1 Progression,115.03%,158.25%,1998
2016 Tacen World Cup 5 Heat 1 K1W 41,2016,Tacen,World Cup 5,Heat 1,K1W,41,22,Barbora Valikova,CZE,-,-,-,50,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,,,,,,132.98,54,186.98,Heat 1 Progression,117.69%,162.61%,1995
2016 Tacen World Cup 5 Heat 1 K1W 42,2016,Tacen,World Cup 5,Heat 1,K1W,42,36,Florence Maheu,CAN,-,-,-,2,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,,,,,,144.19,52,196.19,Heat 1 Progression,127.61%,170.61%,1993
2016 Tacen World Cup 5 Heat 1 K1W 43,2016,Tacen,World Cup 5,Heat 1,K1W,43,35,Monica Doria Vilarrubla,AND,-,50,-,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,147.53,54,201.53,Heat 1 Progression,130.57%,175.26%,1999
2016 Tacen World Cup 5 Heat 1 K1W 44,2016,Tacen,World Cup 5,Heat 1,K1W,44,38,Klara Olazabal,ESP,50,50,-,2,-,-,-,-,-,-,2,-,2,-,-,-,-,-,-,2,,,,,,115.31,108,223.31,Heat 1 Progression,102.05%,194.20%,1998
2016 Tacen World Cup 5 Heat 1 K1W 45,2016,Tacen,World Cup 5,Heat 1,K1W,45,28,Lucie Baudu,FRA,-,50,-,2,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,,,,,,138.58,102,240.58,Heat 1 Progression,122.65%,209.22%,1993
2016 Tacen World Cup 5 Heat 1 K1W 46,2016,Tacen,World Cup 5,Heat 1,K1W,46,30,Jessica Groeneveld,CAN,2,50,2,2,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,50,,,,,,142.53,110,252.53,Heat 1 Progression,126.14%,219.61%,1989
2016 Tacen World Cup 5 Heat 2 K1W 1,2016,Tacen,World Cup 5,Heat 2,K1W,1,6,Ursa Kragelj,SLO,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,112.16,2,114.16,Heat 1 Progression,100.00%,100.00%,1988
2016 Tacen World Cup 5 Heat 2 K1W 2,2016,Tacen,World Cup 5,Heat 2,K1W,2,24,Klaudia Zwolinska,POL,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,118.2,2,120.2,Heat 1 Progression,105.39%,105.29%,1998
2016 Tacen World Cup 5 Heat 2 K1W 3,2016,Tacen,World Cup 5,Heat 2,K1W,3,43,Tereza Fiserova,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,122.85,0,122.85,Heat 1 Progression,109.53%,107.61%,1998
2016 Tacen World Cup 5 Heat 2 K1W 4,2016,Tacen,World Cup 5,Heat 2,K1W,4,28,Lucie Baudu,FRA,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,122.25,2,124.25,Heat 1 Progression,109.00%,108.84%,1993
2016 Tacen World Cup 5 Heat 2 K1W 5,2016,Tacen,World Cup 5,Heat 2,K1W,5,21,Ajda Novak,SLO,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,122.49,2,124.49,Heat 1 Progression,109.21%,109.05%,1993
2016 Tacen World Cup 5 Heat 2 K1W 6,2016,Tacen,World Cup 5,Heat 2,K1W,6,33,Kate Eckhardt,AUS,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,123.58,2,125.58,Heat 1 Progression,110.18%,110.00%,1997
2016 Tacen World Cup 5 Heat 2 K1W 7,2016,Tacen,World Cup 5,Heat 2,K1W,7,42,Nuria Vilarrubla,ESP,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,,,,122.08,4,126.08,Heat 1 Progression,108.84%,110.44%,1992
2016 Tacen World Cup 5 Heat 2 K1W 8,2016,Tacen,World Cup 5,Heat 2,K1W,8,20,Martina Wegman,NED,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,,,,,,124.12,2,126.12,Heat 1 Progression,110.66%,110.48%,1989
2016 Tacen World Cup 5 Heat 2 K1W 9,2016,Tacen,World Cup 5,Heat 2,K1W,9,22,Barbora Valikova,CZE,2,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,123.69,4,127.69,Heat 1 Progression,110.28%,111.85%,1995
2016 Tacen World Cup 5 Heat 2 K1W 10,2016,Tacen,World Cup 5,Heat 2,K1W,10,32,Sara Cwik,POL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,127.96,0,127.96,Heat 1 Progression,114.09%,112.09%,1998
2016 Tacen World Cup 5 Heat 2 K1W 11,2016,Tacen,World Cup 5,Heat 2,K1W,11,44,Shi Chen,CHN,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,126.04,2,128.04,Heat 1 Progression,112.38%,112.16%,1993
2016 Tacen World Cup 5 Heat 2 K1W 12,2016,Tacen,World Cup 5,Heat 2,K1W,12,30,Jessica Groeneveld,CAN,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,2,,,,,,124.66,4,128.66,Heat 1 Progression,111.14%,112.70%,1989
2016 Tacen World Cup 5 Heat 2 K1W 13,2016,Tacen,World Cup 5,Heat 2,K1W,13,25,Yuriko Takeshita,JPN,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,-,-,,,,,,124.8,4,128.8,Heat 1 Progression,111.27%,112.82%,1988
2016 Tacen World Cup 5 Heat 2 K1W 14,2016,Tacen,World Cup 5,Heat 2,K1W,14,18,Elena Kaliska,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,130.68,0,130.68,Heat 1 Progression,116.51%,114.47%,1972
2016 Tacen World Cup 5 Heat 2 K1W 15,2016,Tacen,World Cup 5,Heat 2,K1W,15,23,Joanna Medon,POL,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,,,,,,126.92,4,130.92,Heat 1 Progression,113.16%,114.68%,1983
2016 Tacen World Cup 5 Heat 2 K1W 16,2016,Tacen,World Cup 5,Heat 2,K1W,16,34,Michaela Hassova,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,132.44,0,132.44,Heat 1 Progression,118.08%,116.01%,1999
2016 Tacen World Cup 5 Heat 2 K1W 17,2016,Tacen,World Cup 5,Heat 2,K1W,17,29,Ashley Nee,USA,-,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,129.56,4,133.56,Heat 1 Progression,115.51%,116.99%,1989
2016 Tacen World Cup 5 Heat 2 K1W 18,2016,Tacen,World Cup 5,Heat 2,K1W,18,35,Monica Doria Vilarrubla,AND,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,133.51,4,137.51,Heat 1 Progression,119.04%,120.45%,1999
2016 Tacen World Cup 5 Heat 2 K1W 19,2016,Tacen,World Cup 5,Heat 2,K1W,19,39,Haruka Okazaki,JPN,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,141.31,2,143.31,Heat 1 Progression,125.99%,125.53%,1998
2016 Tacen World Cup 5 Heat 2 K1W 20,2016,Tacen,World Cup 5,Heat 2,K1W,20,38,Klara Olazabal,ESP,-,-,-,-,-,-,-,-,-,2,-,-,-,2,-,-,-,-,-,-,,,,,,140.06,4,144.06,Heat 1 Progression,124.88%,126.19%,1998
2016 Tacen World Cup 5 Heat 2 K1W 21,2016,Tacen,World Cup 5,Heat 2,K1W,21,37,Jane Nicholas,NZL,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2,,,,,,141.37,6,147.37,Heat 1 Progression,126.04%,129.09%,1993
2016 Tacen World Cup 5 Heat 2 K1W 22,2016,Tacen,World Cup 5,Heat 2,K1W,22,40,Kensa Randle,NZL,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,2,-,-,-,,,,,,145.24,6,151.24,Heat 1 Progression,129.49%,132.48%,1998
2016 Tacen World Cup 5 Heat 2 K1W 23,2016,Tacen,World Cup 5,Heat 2,K1W,23,26,Chiara Sabattini,ITA,50,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,126.34,52,178.34,Heat 1 Progression,112.64%,156.22%,1993
2016 Tacen World Cup 5 Heat 2 K1W 24,2016,Tacen,World Cup 5,Heat 2,K1W,24,45,Lois Betteridge,CAN,-,-,-,-,-,-,-,-,-,2,-,-,-,2,-,-,-,-,-,-,,,,,,179.65,4,183.65,Heat 1 Progression,160.17%,160.87%,1997
2016 Tacen World Cup 5 Heat 2 K1W 25,2016,Tacen,World Cup 5,Heat 2,K1W,25,36,Florence Maheu,CAN,-,-,-,-,-,-,50,2,-,2,-,-,-,-,-,-,-,-,-,-,,,,,,140.4,54,194.4,Heat 1 Progression,125.18%,170.29%,1993
2016 Tacen World Cup 5 Heat 2 K1W 26,2016,Tacen,World Cup 5,Heat 2,K1W,26,46,Seu Jacobi,USA,-,-,50,-,2,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,,,,,,169.86,56,225.86,Heat 1 Progression,151.44%,197.85%,2001
2016 Tacen World Cup 5 Semi Final K1W 1,2016,Tacen,World Cup 5,Semi-Final,K1W,1,2,Corinna Kuhnle,AUT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,80.05,0,80.05,Heat 1 Progression,100.00%,100.00%,1987
2016 Tacen World Cup 5 Semi Final K1W 2,2016,Tacen,World Cup 5,Semi-Final,K1W,2,11,Fiona Pennie,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,80.14,0,80.14,Heat 1 Progression,100.11%,100.11%,1982
2016 Tacen World Cup 5 Semi Final K1W 3,2016,Tacen,World Cup 5,Semi-Final,K1W,3,3,Ricarda Funk,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,80.21,0,80.21,Heat 1 Progression,100.20%,100.20%,1992
2016 Tacen World Cup 5 Semi Final K1W 4,2016,Tacen,World Cup 5,Semi-Final,K1W,4,1,Jessica Fox,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,80.69,0,80.69,Heat 1 Progression,100.80%,100.80%,1994
2016 Tacen World Cup 5 Semi Final K1W 5,2016,Tacen,World Cup 5,Semi-Final,K1W,5,8,Eva Tercelj,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,81.14,0,81.14,Heat 1 Progression,101.36%,101.36%,1992
2016 Tacen World Cup 5 Semi Final K1W 6,2016,Tacen,World Cup 5,Semi-Final,K1W,6,10,Stefanie Horn,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,81.65,0,81.65,Heat 1 Progression,102.00%,102.00%,1991
2016 Tacen World Cup 5 Semi Final K1W 7,2016,Tacen,World Cup 5,Semi-Final,K1W,7,5,Jasmin Schornberg,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,82.22,0,82.22,Heat 1 Progression,102.71%,102.71%,1986
2016 Tacen World Cup 5 Semi Final K1W 8,2016,Tacen,World Cup 5,Semi-Final,K1W,8,13,Violetta Oblinger Peters,AUT,-,-,-,2,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,80.95,2,82.95,Heat 1 Progression,101.12%,103.62%,1978
2016 Tacen World Cup 5 Semi Final K1W 9,2016,Tacen,World Cup 5,Semi-Final,K1W,9,9,Elizabeth Neave,GBR,-,2,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,81.39,2,83.39,Heat 1 Progression,101.67%,104.17%,1987
2016 Tacen World Cup 5 Semi Final K1W 10,2016,Tacen,World Cup 5,Semi-Final,K1W,10,19,Kimberley Woods,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,83.51,0,83.51,Heat 1 Progression,104.32%,104.32%,1995
2016 Tacen World Cup 5 Semi Final K1W 11,2016,Tacen,World Cup 5,Semi-Final,K1W,11,24,Klaudia Zwolinska,POL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,83.75,0,83.75,Heat 1 Progression,104.62%,104.62%,1998
2016 Tacen World Cup 5 Semi Final K1W 12,2016,Tacen,World Cup 5,Semi-Final,K1W,12,4,Jana Dukatova,SVK,-,-,-,-,-,-,-,-,-,2,-,-,-,-,,,,,,,,,,,,81.92,2,83.92,Heat 1 Progression,102.34%,104.83%,1983
2016 Tacen World Cup 5 Semi Final K1W 13,2016,Tacen,World Cup 5,Semi-Final,K1W,13,17,Viktoria Wolffhardt,AUT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,83.93,0,83.93,Heat 1 Progression,104.85%,104.85%,1994
2016 Tacen World Cup 5 Semi Final K1W 14,2016,Tacen,World Cup 5,Semi-Final,K1W,14,28,Lucie Baudu,FRA,-,-,-,-,-,-,-,-,-,2,-,-,-,-,,,,,,,,,,,,82.32,2,84.32,Heat 1 Progression,102.84%,105.33%,1993
2016 Tacen World Cup 5 Semi Final K1W 15,2016,Tacen,World Cup 5,Semi-Final,K1W,15,12,Ana Satila,BRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,84.68,0,84.68,Heat 1 Progression,105.78%,105.78%,1996
2016 Tacen World Cup 5 Semi Final K1W 16,2016,Tacen,World Cup 5,Semi-Final,K1W,16,6,Ursa Kragelj,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,84.95,0,84.95,Heat 1 Progression,106.12%,106.12%,1988
