Year,Competition,Location,Class,Phase,Rank,Athlete Name,Nation,Raw Time,Total Penalties,Total Time,,,
2019,Oceania,Penrith,K1M,Heat 2,47,Pedro GONCALVES,BRA,105.72,52,157.72,,,
2019,Oceania,Penrith,K1M,Heat 2,48,Joel SUDDABY,NZL,152.36,6,158.36,,,
2019,Oceania,Penrith,K1M,Heat 2,49,Dane O'REILLY,NZL,148.77,10,158.77,,,
2019,Oceania,Penrith,K1M,Heat 2,50,Siim PEETRIS,EST,153.29,14,167.29,,,
2019,Oceania,Penrith,K1M,Heat 2,51,Ren KORPES,CRO,111.52,56,167.52,,,
2019,Oceania,Penrith,K1M,Heat 2,52,Merle LONG,USA,161.04,10,171.04,,,
2019,Oceania,Penrith,K1M,Heat 2,53,Ky HUGHES,AUS,160.39,12,172.39,,,
2019,Oceania,Penrith,K1M,Heat 2,54,Aiden O'CALLAGHAN,AUS,111.49,62,173.49,,,
2019,Oceania,Penrith,K1M,Heat 2,55,Thomas LADSON,AUS,172.98,4,176.98,,,
2019,Oceania,Penrith,K1M,Heat 2,56,Warren ELMS,AUS,177.33,8,185.33,,,
2019,Oceania,Penrith,K1M,Heat 2,57,Alexander NEVIN,AUS,132.85,58,190.85,,,
2019,Oceania,Penrith,K1M,Heat 2,58,Keanu CRUNKHORN,AUS,146.82,54,200.82,,,
2019,Oceania,Penrith,K1M,Heat 2,59,Sean WASHER,NZL,151.49,54,205.49,,,
2019,Oceania,Penrith,K1M,Heat 2,60,Benjamin STRMECKI,AUS,148.18,58,206.18,,,
2019,Oceania,Penrith,K1M,Heat 2,61,Michael TAYLOR,AUS,204.82,8,212.82,,,
2019,Oceania,Penrith,K1M,Heat 2,62,Caleb FLOWERS,AUS,159.22,60,219.22,,,
2019,Oceania,Penrith,K1M,Heat 2,63,Martin BOER CUEVA,AUS,131.19,108,239.19,,,
2019,Oceania,Penrith,K1M,Heat 2,64,Steven MOLINO,AUS,182.52,58,240.52,,,
2019,Oceania,Penrith,K1M,Heat 2,65,George LAZENBY,AUS,130.18,116,246.18,,,
2019,Oceania,Penrith,K1M,Heat 2,66,Remy TAYLOR,AUS,142.17,108,250.17,,,
2019,Oceania,Penrith,K1M,Heat 2,67,Mark CROSBEE,AUS,125.95,158,283.95,,,
2019,Oceania,Penrith,K1M,Heat 2,68,Michael LAU GOOEY,AUS,226.04,458,684.04,,,
2019,Oceania,Penrith,K1M,Semi-Final,1,Jakub GRIGAR,SVK,100.57,0,100.57,,,
2019,Oceania,Penrith,K1M,Semi-Final,2,Lucien DELFOUR,AUS,102.33,0,102.33,,,
2019,Oceania,Penrith,K1M,Semi-Final,3,Vavrinec HRADILEK,CZE,102.4,0,102.4,,,
2019,Oceania,Penrith,K1M,Semi-Final,4,Michal SMOLEN,USA,103.08,0,103.08,,,
2019,Oceania,Penrith,K1M,Semi-Final,5,Zeno IVALDI,ITA,101.11,2,103.11,,,
2019,Oceania,Penrith,K1M,Semi-Final,6,Boris NEVEU,FRA,103.45,0,103.45,,,
2019,Oceania,Penrith,K1M,Semi-Final,7,Jiri PRSKAVEC,CZE,101.56,2,103.56,,,
2019,Oceania,Penrith,K1M,Semi-Final,8,Peter KAUZER,SLO,103.83,0,103.83,,,
2019,Oceania,Penrith,K1M,Semi-Final,9,Mathieu BIAZIZZO,FRA,103.94,0,103.94,,,
2019,Oceania,Penrith,K1M,Semi-Final,10,Timothy ANDERSON,AUS,104.05,0,104.05,,,
2019,Oceania,Penrith,K1M,Semi-Final,11,Giovanni DE GENNARO,ITA,100.39,4,104.39,,,
2019,Oceania,Penrith,K1M,Semi-Final,12,Benjamin RENIA,FRA,105.25,0,105.25,,,
2019,Oceania,Penrith,K1M,Semi-Final,13,Ondrej TUNKA,CZE,105.4,0,105.4,,,
2019,Oceania,Penrith,K1M,Semi-Final,14,Zan JAKSE,SLO,104.24,2,106.24,,,
2019,Oceania,Penrith,K1M,Semi-Final,15,Andrej MALEK,SVK,105.04,2,107.04,,,
2019,Oceania,Penrith,K1M,Semi-Final,16,Lukas WERRO,SUI,107.15,0,107.15,,,
2019,Oceania,Penrith,K1M,Semi-Final,17,Samuel HERNANZ,ESP,105.27,2,107.27,,,
2019,Oceania,Penrith,K1M,Semi-Final,18,Miquel TRAVE,ESP,109.14,0,109.14,,,
2019,Oceania,Penrith,K1M,Semi-Final,19,Ondrej CVIKL,CZE,105.67,4,109.67,,,
2019,Oceania,Penrith,K1M,Semi-Final,20,Daniel WATKINS,AUS,102.16,8,110.16,,,
2019,Oceania,Penrith,K1M,Semi-Final,21,Anatole DELASSUS,FRA,110.2,2,112.2,,,
2019,Oceania,Penrith,K1M,Semi-Final,22,Callum GILBERT,NZL,106.23,6,112.23,,,
2019,Oceania,Penrith,K1M,Semi-Final,23,Christian DE DIONIGI,ITA,108.98,4,112.98,,,
2019,Oceania,Penrith,K1M,Semi-Final,24,Kazuki YAZAWA,JPN,120.88,2,122.88,,,
2019,Oceania,Penrith,K1M,Semi-Final,25,Martin DOUGOUD,SUI,101.66,50,151.66,,,
2019,Oceania,Penrith,K1M,Semi-Final,26,Hannes AIGNER,GER,104.01,52,156.01,,,
2019,Oceania,Penrith,K1M,Semi-Final,27,Mathurin MADORE,FRA,106.14,50,156.14,,,
2019,Oceania,Penrith,K1M,Semi-Final,28,Niko TESTEN,SLO,103,54,157,,,
2019,Oceania,Penrith,K1M,Semi-Final,29,Pavel EIGEL,RUS,107.17,50,157.17,,,
2019,Oceania,Penrith,K1M,Semi-Final,30,Tomas ZIMA,CZE,107.41,50,157.41,,,
2019,Oceania,Penrith,K1M,Semi-Final,31,Vit PRINDIS,CZE,103.68,54,157.68,,,
2019,Oceania,Penrith,K1M,Semi-Final,32,Fabian SCHWEIKERT,GER,106.17,52,158.17,,,
2019,Oceania,Penrith,K1M,Semi-Final,33,Michal PASIUT,POL,108.34,52,160.34,,,
2019,Oceania,Penrith,K1M,Semi-Final,34,Zack MUTTON,NZL,109.8,52,161.8,,,
2019,Oceania,Penrith,K1M,Semi-Final,35,Yves PRIGENT,FRA,110.38,52,162.38,,,
2019,Oceania,Penrith,K1M,Semi-Final,36,Vincent DELAHAYE,FRA,114.84,52,166.84,,,
2019,Oceania,Penrith,K1M,Semi-Final,37,Finn BUTCHER,NZL,107.77,102,209.77,,,
2019,Oceania,Penrith,K1M,Semi-Final,38,Taku YOSHIDA,JPN,113.97,106,219.97,,,
2019,Oceania,Penrith,K1M,Semi-Final,39,Felix OSCHMAUTZ,AUT,103.21,152,255.21,,,
2019,Oceania,Penrith,K1M,Semi-Final,40,Quentin BURGI,FRA,111.74,154,265.74,,,
2019,Oceania,Penrith,K1M,Semi-Final B,1,Angus THOMPSON,AUS,106.27,2,108.27,,,
2019,Oceania,Penrith,K1M,Semi-Final B,2,Benjamin POPE,AUS,106.61,2,108.61,,,
2019,Oceania,Penrith,K1M,Semi-Final B,3,Jack CHOATE,AUS,118.84,4,122.84,,,
2019,Oceania,Penrith,K1M,Semi-Final B,4,Joshua MONTALTO,AUS,124.26,0,124.26,,,
2019,Oceania,Penrith,K1M,Semi-Final B,5,Aiden O'CALLAGHAN,AUS,116.55,8,124.55,,,
2019,Oceania,Penrith,K1M,Semi-Final B,6,Bradley MCLAUGHLAN,AUS,124.44,4,128.44,,,
2019,Oceania,Penrith,K1M,Semi-Final B,7,Tristan CARTER,AUS,121.29,8,129.29,,,
2019,Oceania,Penrith,K1M,Semi-Final B,8,Jayden HART,AUS,129.63,0,129.63,,,
2019,Oceania,Penrith,K1M,Semi-Final B,9,Callan GRADY,AUS,132.81,4,136.81,,,
2019,Oceania,Penrith,K1M,Semi-Final B,10,George PANKHURST,AUS,140,6,146,,,
2019,Oceania,Penrith,K1M,Semi-Final B,11,Kieren BLACK,AUS,143,8,151,,,
2019,Oceania,Penrith,K1M,Semi-Final B,12,Thomas ELMS,AUS,145.42,6,151.42,,,
2019,Oceania,Penrith,K1M,Semi-Final B,13,Benjamin MCMANUS,AUS,146.78,6,152.78,,,
2019,Oceania,Penrith,K1M,Semi-Final B,14,Benjamin STRMECKI,AUS,151.98,6,157.98,,,
2019,Oceania,Penrith,K1M,Semi-Final B,15,Sebastian MONTALTO,AUS,118.42,50,168.42,,,
2019,Oceania,Penrith,K1M,Semi-Final B,16,Mark CROSBEE,AUS,118.81,58,176.81,,,
2019,Oceania,Penrith,K1M,Semi-Final B,17,Luke ANDERSON,AUS,168.86,16,184.86,,,
2019,Oceania,Penrith,K1M,Semi-Final B,18,Robert JANISZEWSKI,AUS,128.84,58,186.84,,,
2019,Oceania,Penrith,K1M,Semi-Final B,19,Ryan HUGHES,AUS,131.49,56,187.49,,,
2019,Oceania,Penrith,K1M,Semi-Final B,20,Alexander NEVIN,AUS,127.87,60,187.87,,,
2019,Oceania,Penrith,K1M,Semi-Final B,21,Thomas LADSON,AUS,179.55,12,191.55,,,
2019,Oceania,Penrith,K1M,Semi-Final B,22,George LAZENBY,AUS,142.7,66,208.7,,,
2019,Oceania,Penrith,K1M,Semi-Final B,23,Michael TAYLOR,AUS,222.18,2,224.18,,,
2019,Oceania,Penrith,K1M,Semi-Final B,24,Warren ELMS,AUS,216.8,10,226.8,,,
2019,Oceania,Penrith,K1M,Semi-Final B,25,Remy TAYLOR,AUS,188.65,60,248.65,,,
2019,Oceania,Penrith,K1M,Semi-Final B,26,Ky HUGHES,AUS,193.8,60,253.8,,,
2019,Oceania,Penrith,K1M,Semi-Final B,27,Declan ELLIS,AUS,164.97,116,280.97,,,
2019,Oceania,Penrith,K1M,Semi-Final B,28,Caleb FLOWERS,AUS,201.6,112,313.6,,,
2019,Oceania,Penrith,K1M,Semi-Final B,29,Steven MOLINO,AUS,264.83,102,366.83,,,
2019,Oceania,Penrith,K1M,Semi-Final B,30,Michael LAU GOOEY,AUS,291.42,116,407.42,,,
2019,Oceania,Penrith,K1M,Semi-Final B,31,Martin BOER CUEVA,AUS,156.65,260,416.65,,,
2019,Oceania,Penrith,K1M,Final,1,Michal SMOLEN,USA,99.35,0,99.35,,,
2019,Oceania,Penrith,K1M,Final,2,Jakub GRIGAR,SVK,99.96,0,99.96,,,
2019,Oceania,Penrith,K1M,Final,3,Boris NEVEU,FRA,100.68,0,100.68,,,
2019,Oceania,Penrith,K1M,Final,4,Vavrinec HRADILEK,CZE,100.8,2,102.8,,,
2019,Oceania,Penrith,K1M,Final,5,Zeno IVALDI,ITA,100.94,2,102.94,,,
2019,Oceania,Penrith,K1M,Final,6,Peter KAUZER,SLO,103.69,0,103.69,,,
2019,Oceania,Penrith,K1M,Final,7,Timothy ANDERSON,AUS,103.95,0,103.95,,,
2019,Oceania,Penrith,K1M,Final,8,Lucien DELFOUR,AUS,101.1,4,105.1,,,
2019,Oceania,Penrith,K1M,Final,9,Mathieu BIAZIZZO,FRA,108.56,2,110.56,,,
2019,Oceania,Penrith,K1M,Final,10,Jiri PRSKAVEC,CZE,101.3,100,201.3,,,
2019,Oceania,Penrith,K1W,Heat 1,1,Ricarda FUNK,GER,105.93,0,105.93,,,
2019,Oceania,Penrith,K1W,Heat 1,2,Jessica FOX,AUS,108.13,0,108.13,,,
2019,Oceania,Penrith,K1W,Heat 1,3,Katerina KUDEJOVA,CZE,109.91,0,109.91,,,
2019,Oceania,Penrith,K1W,Heat 1,4,Camille PRIGENT,FRA,110.63,0,110.63,,,
2019,Oceania,Penrith,K1W,Heat 1,5,Corinna KUHNLE,AUT,106.86,4,110.86,,,
2019,Oceania,Penrith,K1W,Heat 1,6,Ana SATILA,BRA,110.92,0,110.92,,,
2019,Oceania,Penrith,K1W,Heat 1,7,Marie Zelia LAFONT,FRA,111.07,0,111.07,,,
2019,Oceania,Penrith,K1W,Heat 1,8,Ursa KRAGELJ,SLO,111.14,0,111.14,,,
2019,Oceania,Penrith,K1W,Heat 1,9,Maialen CHOURRAUT,ESP,111.2,0,111.2,,,
2019,Oceania,Penrith,K1W,Heat 1,10,Pauline GUIET,FRA,110.36,2,112.36,,,
2019,Oceania,Penrith,K1W,Heat 1,11,Viktoria WOLFFHARDT,AUT,110.67,2,112.67,,,
2019,Oceania,Penrith,K1W,Heat 1,12,Luuka JONES,NZL,112.86,0,112.86,,,
2019,Oceania,Penrith,K1W,Heat 1,13,Marta KHARITONOVA,RUS,113.43,0,113.43,,,
2019,Oceania,Penrith,K1W,Heat 1,14,Michaela HASSOVA,SVK,113.46,0,113.46,,,
2019,Oceania,Penrith,K1W,Heat 1,15,Aki YAZAWA,JPN,114.34,0,114.34,,,
2019,Oceania,Penrith,K1W,Heat 1,16,Rosalyn LAWRENCE,AUS,112.47,2,114.47,,,
2019,Oceania,Penrith,K1W,Heat 1,17,Amalie HILGERTOVA,CZE,115.11,0,115.11,,,
2019,Oceania,Penrith,K1W,Heat 1,18,Evy LEIBFARTH,USA,115.82,0,115.82,,,
2019,Oceania,Penrith,K1W,Heat 1,19,Kate ECKHARDT,AUS,115.85,0,115.85,,,
2019,Oceania,Penrith,K1W,Heat 1,20,Angele HUG,FRA,116.55,0,116.55,,,
2019,Oceania,Penrith,K1W,Heat 1,21,Lisa FRITSCHE,GER,116.57,0,116.57,,,
2019,Oceania,Penrith,K1W,Heat 1,22,Noemie FOX,AUS,114.76,2,116.76,,,
2019,Oceania,Penrith,K1W,Heat 1,23,Marjorie DELASSUS,FRA,117.53,0,117.53,,,
2019,Oceania,Penrith,K1W,Heat 1,24,Lucie BAUDU,FRA,115.56,2,117.56,,,
2019,Oceania,Penrith,K1W,Heat 1,25,Veronika VOJTOVA,CZE,113.77,4,117.77,,,
2019,Oceania,Penrith,K1W,Heat 1,26,Alison BORROWS,AUS,118.59,0,118.59,,,
2019,Oceania,Penrith,K1W,Heat 1,27,Fanchon JANSSEN,FRA,116.77,2,118.77,,,
2019,Oceania,Penrith,K1W,Heat 1,28,Sona STANOVSKA,SVK,118.85,0,118.85,,,
2019,Oceania,Penrith,K1W,Heat 1,29,Arina MALEKOVA,RUS,120.01,0,120.01,,,
2019,Oceania,Penrith,K1W,Heat 1,30,Romane PRIGENT,FRA,118.07,2,120.07,,,
2019,Oceania,Penrith,K1W,Heat 1,31,Antonie GALUSKOVA,CZE,118.69,2,120.69,,,
2019,Oceania,Penrith,K1W,Heat 1,32,Lucie NESNIDALOVA,CZE,121.05,0,121.05,,,
2019,Oceania,Penrith,K1W,Heat 1,33,Elena KALISKA,SVK,117.07,4,121.07,,,
2019,Oceania,Penrith,K1W,Heat 1,34,Antonia OSCHMAUTZ,AUT,119.75,2,121.75,,,
2019,Oceania,Penrith,K1W,Heat 1,35,Florence MAHEU,CAN,122.85,0,122.85,,,
2019,Oceania,Penrith,K1W,Heat 1,36,Yuriko TAKESHITA,JPN,123.09,0,123.09,,,
2019,Oceania,Penrith,K1W,Heat 1,37,Omira ESTACIA NETA,BRA,121.59,2,123.59,,,
2019,Oceania,Penrith,K1W,Heat 1,38,Yoshika ITO,JPN,122.43,2,124.43,,,
2019,Oceania,Penrith,K1W,Heat 1,39,Ria SRIBAR,USA,122.67,4,126.67,,,
2019,Oceania,Penrith,K1W,Heat 1,40,Lucie PRIOUX,FRA,128.56,0,128.56,,,
2019,Oceania,Penrith,K1W,Heat 1,41,Emanuela LUKNAROVA,SVK,129.71,0,129.71,,,
2019,Oceania,Penrith,K1W,Heat 1,42,Ajda NOVAK,SLO,124.18,6,130.18,,,
2019,Oceania,Penrith,K1W,Heat 1,43,Hannah THOMAS,NZL,131.1,0,131.1,,,
2019,Oceania,Penrith,K1W,Heat 1,44,Lois BETTERIDGE,CAN,127.23,4,131.23,,,
2019,Oceania,Penrith,K1W,Heat 1,45,Klara OLAZABAL,ESP,132.77,2,134.77,,,
2019,Oceania,Penrith,K1W,Heat 1,46,Georgina COLLIN,AUS,130.92,4,134.92,,,
2019,Oceania,Penrith,K1W,Heat 1,47,Alexandria CHOATE,AUS,136.55,0,136.55,,,
2019,Oceania,Penrith,K1W,Heat 1,48,Jane NICHOLAS,COK,134.83,2,136.83,,,
2019,Oceania,Penrith,K1W,Heat 1,49,Anna Maria IFARRAGUERRI,USA,130.28,10,140.28,,,
2019,Oceania,Penrith,K1W,Heat 1,50,Jaimee WILSON,NZL,140.13,4,144.13,,,
2019,Oceania,Penrith,K1W,Heat 1,51,Madison WILSON,AUS,136.3,10,146.3,,,
2019,Oceania,Penrith,K1W,Heat 1,52,Sophie WILSON,AUS,154.36,6,160.36,,,
2019,Oceania,Penrith,K1W,Heat 1,53,Claire HODGMAN,AUS,158.19,6,164.19,,,
2019,Oceania,Penrith,K1W,Heat 1,54,Berenice KOLENC,FRA,115.65,50,165.65,,,
2019,Oceania,Penrith,K1W,Heat 1,55,Zoe LAU,AUS,163.53,4,167.53,,,
2019,Oceania,Penrith,K1W,Heat 1,56,Martina WEGMAN,NED,117.72,50,167.72,,,
2019,Oceania,Penrith,K1W,Heat 1,57,Abby COLLINS,AUS,163.03,8,171.03,,,
2019,Oceania,Penrith,K1W,Heat 1,58,Jessica WILSON,AUS,166.28,6,172.28,,,
2019,Oceania,Penrith,K1W,Heat 1,59,Nina WERATSCHNIG,AUT,118.48,54,172.48,,,
2019,Oceania,Penrith,K1W,Heat 1,60,Sage DONNELLY,USA,123.57,52,175.57,,,
2019,Oceania,Penrith,K1W,Heat 1,61,Alsu MINAZOVA,RUS,120.44,56,176.44,,,
2019,Oceania,Penrith,K1W,Heat 1,62,Courtney WILLIAMS,NZL,129.47,50,179.47,,,
2019,Oceania,Penrith,K1W,Heat 1,63,Jessica LIBRERI,AUS,172.22,8,180.22,,,
2019,Oceania,Penrith,K1W,Heat 1,64,Alexandra BROOME,AUS,130.82,56,186.82,,,
2019,Oceania,Penrith,K1W,Heat 1,65,Georgia RANKIN,AUS,136.34,60,196.34,,,
2019,Oceania,Penrith,K1W,Heat 1,66,Miranda PULKKINEN,AUS,203.35,56,259.35,,,
2019,Oceania,Penrith,K1W,Heat 1,67,Madison GAINSFORD,NZL,209.34,66,275.34,,,
2019,Oceania,Penrith,K1W,Heat 1,68,Kate MOORHEN,AUS,178.87,110,288.87,,,
2019,Oceania,Penrith,K1W,Heat 1,69,Ruby ELMS,AUS,238.1,64,302.1,,,
2019,Oceania,Penrith,K1W,Heat 2,1,Antonie GALUSKOVA,CZE,112.75,0,112.75,,,
2019,Oceania,Penrith,K1W,Heat 2,2,Lucie NESNIDALOVA,CZE,115.12,0,115.12,,,
2019,Oceania,Penrith,K1W,Heat 2,3,Lucie BAUDU,FRA,116.42,0,116.42,,,
2019,Oceania,Penrith,K1W,Heat 2,4,Veronika VOJTOVA,CZE,114.66,2,116.66,,,
2019,Oceania,Penrith,K1W,Heat 2,5,Elena KALISKA,SVK,116.91,0,116.91,,,
2019,Oceania,Penrith,K1W,Heat 2,6,Marjorie DELASSUS,FRA,116.08,2,118.08,,,
2019,Oceania,Penrith,K1W,Heat 2,7,Martina WEGMAN,NED,116.99,2,118.99,,,
2019,Oceania,Penrith,K1W,Heat 2,8,Nina WERATSCHNIG,AUT,114.46,6,120.46,,,
2019,Oceania,Penrith,K1W,Heat 2,9,Lisa FRITSCHE,GER,114.86,6,120.86,,,
2019,Oceania,Penrith,K1W,Heat 2,10,Ajda NOVAK,SLO,119.02,2,121.02,,,
2019,Oceania,Penrith,K1W,Heat 2,11,Alsu MINAZOVA,RUS,120.11,2,122.11,,,
2019,Oceania,Penrith,K1W,Heat 2,12,Fanchon JANSSEN,FRA,122.23,2,124.23,,,
2019,Oceania,Penrith,K1W,Heat 2,13,Emanuela LUKNAROVA,SVK,124.87,0,124.87,,,
2019,Oceania,Penrith,K1W,Heat 2,14,Omira ESTACIA NETA,BRA,123.03,2,125.03,,,
2019,Oceania,Penrith,K1W,Heat 2,15,Florence MAHEU,CAN,121.41,4,125.41,,,
2019,Oceania,Penrith,K1W,Heat 2,16,Yuriko TAKESHITA,JPN,123.54,2,125.54,,,
2019,Oceania,Penrith,K1W,Heat 2,17,Hannah THOMAS,NZL,126.55,0,126.55,,,
2019,Oceania,Penrith,K1W,Heat 2,18,Lucie PRIOUX,FRA,126.69,0,126.69,,,
2019,Oceania,Penrith,K1W,Heat 2,19,Courtney WILLIAMS,NZL,125.27,2,127.27,,,
2019,Oceania,Penrith,K1W,Heat 2,20,Ria SRIBAR,USA,127.63,0,127.63,,,
2019,Oceania,Penrith,K1W,Heat 2,21,Anna Maria IFARRAGUERRI,USA,129.14,0,129.14,,,
2019,Oceania,Penrith,K1W,Heat 2,22,Romane PRIGENT,FRA,121.3,8,129.3,,,
2019,Oceania,Penrith,K1W,Heat 2,23,Jane NICHOLAS,COK,129.12,2,131.12,,,
2019,Oceania,Penrith,K1W,Heat 2,24,Sage DONNELLY,USA,129.28,2,131.28,,,
2019,Oceania,Penrith,K1W,Heat 2,25,Georgina COLLIN,AUS,129.73,2,131.73,,,
2019,Oceania,Penrith,K1W,Heat 2,26,Yoshika ITO,JPN,128.4,4,132.4,,,
2019,Oceania,Penrith,K1W,Heat 2,27,Georgia RANKIN,AUS,131.93,2,133.93,,,
2019,Oceania,Penrith,K1W,Heat 2,28,Jaimee WILSON,NZL,140.49,10,150.49,,,
2019,Oceania,Penrith,K1W,Heat 2,29,Madison WILSON,AUS,149.13,2,151.13,,,
2019,Oceania,Penrith,K1W,Heat 2,30,Alexandria CHOATE,AUS,144.35,8,152.35,,,
2019,Oceania,Penrith,K1W,Heat 2,31,Abby COLLINS,AUS,150.43,4,154.43,,,
2019,Oceania,Penrith,K1W,Heat 2,32,Berenice KOLENC,FRA,116.19,50,166.19,,,
2019,Oceania,Penrith,K1W,Heat 2,33,Noemie FOX,AUS,117.3,54,171.3,,,
2019,Oceania,Penrith,K1W,Heat 2,34,Arina MALEKOVA,RUS,124.87,50,174.87,,,
2019,Oceania,Penrith,K1W,Heat 2,35,Jessica LIBRERI,AUS,175.18,2,177.18,,,
2019,Oceania,Penrith,K1W,Heat 2,36,Alison BORROWS,AUS,124.37,54,178.37,,,
2019,Oceania,Penrith,K1W,Heat 2,37,Zoe LAU,AUS,172.23,8,180.23,,,
2019,Oceania,Penrith,K1W,Heat 2,38,Jessica WILSON,AUS,170.44,10,180.44,,,
2019,Oceania,Penrith,K1W,Heat 2,39,Lois BETTERIDGE,CAN,130.31,58,188.31,,,
2019,Oceania,Penrith,K1W,Heat 2,40,Kate MOORHEN,AUS,183.59,8,191.59,,,
2019,Oceania,Penrith,K1W,Heat 2,41,Sophie WILSON,AUS,140.12,52,192.12,,,
2019,Oceania,Penrith,K1W,Heat 2,42,Alexandra BROOME,AUS,138.16,54,192.16,,,
2019,Oceania,Penrith,K1W,Heat 2,43,Miranda PULKKINEN,AUS,194.44,10,204.44,,,
2019,Oceania,Penrith,K1W,Heat 2,44,Klara OLAZABAL,ESP,125.57,102,227.57,,,
2019,Oceania,Penrith,K1W,Heat 2,45,Claire HODGMAN,AUS,174.41,56,230.41,,,
2019,Oceania,Penrith,K1W,Heat 2,46,Sona STANOVSKA,SVK,134.02,104,238.02,,,
2019,Oceania,Penrith,K1W,Heat 2,47,Antonia OSCHMAUTZ,AUT,121.38,154,275.38,,,
2019,Oceania,Penrith,K1W,Heat 2,48,Madison GAINSFORD,NZL,254.01,154,408.01,,,
2019,Oceania,Penrith,K1W,Semi-Final,1,Ricarda FUNK,GER,107.54,4,111.54,,,
2019,Oceania,Penrith,K1W,Semi-Final,2,Jessica FOX,AUS,111.28,2,113.28,,,
2019,Oceania,Penrith,K1W,Semi-Final,3,Corinna KUHNLE,AUT,113.56,0,113.56,,,
2019,Oceania,Penrith,K1W,Semi-Final,4,Maialen CHOURRAUT,ESP,115.46,2,117.46,,,
2019,Oceania,Penrith,K1W,Semi-Final,5,Pauline GUIET,FRA,117.7,0,117.7,,,
2019,Oceania,Penrith,K1W,Semi-Final,6,Camille PRIGENT,FRA,117.77,0,117.77,,,
2019,Oceania,Penrith,K1W,Semi-Final,7,Amalie HILGERTOVA,CZE,114.08,4,118.08,,,
2019,Oceania,Penrith,K1W,Semi-Final,8,Ursa KRAGELJ,SLO,116.27,2,118.27,,,
2019,Oceania,Penrith,K1W,Semi-Final,9,Antonie GALUSKOVA,CZE,119.04,0,119.04,,,
2019,Oceania,Penrith,K1W,Semi-Final,10,Katerina KUDEJOVA,CZE,117.09,2,119.09,,,
2019,Oceania,Penrith,K1W,Semi-Final,11,Luuka JONES,NZL,119.13,0,119.13,,,
2019,Oceania,Penrith,K1W,Semi-Final,12,Viktoria WOLFFHARDT,AUT,118.33,2,120.33,,,
2019,Oceania,Penrith,K1W,Semi-Final,13,Lucie BAUDU,FRA,118.42,2,120.42,,,
2019,Oceania,Penrith,K1W,Semi-Final,14,Evy LEIBFARTH,USA,118.56,2,120.56,,,
2019,Oceania,Penrith,K1W,Semi-Final,15,Ana SATILA,BRA,120.78,0,120.78,,,
2019,Oceania,Penrith,K1W,Semi-Final,16,Rosalyn LAWRENCE,AUS,121.44,0,121.44,,,
2019,Oceania,Penrith,K1W,Semi-Final,17,Aki YAZAWA,JPN,120.09,2,122.09,,,
2019,Oceania,Penrith,K1W,Semi-Final,18,Veronika VOJTOVA,CZE,122.75,0,122.75,,,
2019,Oceania,Penrith,K1W,Semi-Final,19,Marie Zelia LAFONT,FRA,117.05,6,123.05,,,
2019,Oceania,Penrith,K1W,Semi-Final,20,Ajda NOVAK,SLO,122.97,2,124.97,,,
2019,Oceania,Penrith,K1W,Semi-Final,21,Lisa FRITSCHE,GER,124.58,2,126.58,,,
2019,Oceania,Penrith,K1W,Semi-Final,22,Marjorie DELASSUS,FRA,123.92,4,127.92,,,
2019,Oceania,Penrith,K1W,Semi-Final,23,Kate ECKHARDT,AUS,123.29,6,129.29,,,
2019,Oceania,Penrith,K1W,Semi-Final,24,Michaela HASSOVA,SVK,124.11,6,130.11,,,
2019,Oceania,Penrith,K1W,Semi-Final,25,Martina WEGMAN,NED,132.14,4,136.14,,,
2019,Oceania,Penrith,K1W,Semi-Final,26,Marta KHARITONOVA,RUS,128.7,8,136.7,,,
2019,Oceania,Penrith,K1W,Semi-Final,27,Lucie NESNIDALOVA,CZE,134.07,4,138.07,,,
2019,Oceania,Penrith,K1W,Semi-Final,28,Angele HUG,FRA,150.17,2,152.17,,,
2019,Oceania,Penrith,K1W,Semi-Final,29,Nina WERATSCHNIG,AUT,141.74,50,191.74,,,
2019,Oceania,Penrith,K1W,Semi-Final,30,Elena KALISKA,SVK,123.69,206,329.69,,,
2019,Oceania,Penrith,K1W,Semi-Final B,1,Alexandria CHOATE,AUS,149.77,2,151.77,,,
2019,Oceania,Penrith,K1W,Semi-Final B,2,Demelza WALL,AUS,146.25,6,152.25,,,
2019,Oceania,Penrith,K1W,Semi-Final B,3,Margaret WEBSTER,AUS,148.63,4,152.63,,,
2019,Oceania,Penrith,K1W,Semi-Final B,4,Kiara MCKAY,AUS,145.13,8,153.13,,,
2019,Oceania,Penrith,K1W,Semi-Final B,5,Alexandra BROOME,AUS,136.58,56,192.58,,,
2019,Oceania,Penrith,K1W,Semi-Final B,6,Billie KNELL,AUS,193.03,56,249.03,,,
2019,Oceania,Penrith,K1W,Semi-Final B,7,Dita PAHL,AUS,146.31,108,254.31,,,
2019,Oceania,Penrith,K1W,Final,1,Ricarda FUNK,GER,113.13,0,113.13,,,
2019,Oceania,Penrith,K1W,Final,2,Camille PRIGENT,FRA,113.42,0,113.42,,,
2019,Oceania,Penrith,K1W,Final,3,Ursa KRAGELJ,SLO,113.65,0,113.65,,,
2019,Oceania,Penrith,K1W,Final,4,Maialen CHOURRAUT,ESP,118.1,0,118.1,,,
2019,Oceania,Penrith,K1W,Final,5,Katerina KUDEJOVA,CZE,121.24,0,121.24,,,
2019,Oceania,Penrith,K1W,Final,6,Amalie HILGERTOVA,CZE,114.91,8,122.91,,,
