Year,Competition,Location,Class,Phase,Rank,Athlete Name,Nation,Raw Time,Total Penalties,Total Time,,,
2017,Australian Open,Penrith,C1M,Heat 1,1,Matej BENUS,SVK,90.28,0,90.28,,,
2017,Australian Open,Penrith,C1M,Heat 1,2,Michal MARTIKAN,SVK,92.19,0,92.19,,,
2017,Australian Open,Penrith,C1M,Heat 1,3,Alexander SLAFKOVSKY,SVK,91.1,2,93.1,,,
2017,Australian Open,Penrith,C1M,Heat 1,4,Genyuan ZHANG,CHN,93.26,0,93.26,,,
2017,Australian Open,Penrith,C1M,Heat 1,5,Ryan WESTLEY,GBR,93.35,0,93.35,,,
2017,Australian Open,Penrith,C1M,Heat 1,6,Lukas ROHAN,CZE,91.38,2,93.38,,,
2017,Australian Open,Penrith,C1M,Heat 1,7,Michal JANE,CZE,93.11,2,95.11,,,
2017,Australian Open,Penrith,C1M,Heat 1,8,Ian BORROWS,AUS,93.49,2,95.49,,,
2017,Australian Open,Penrith,C1M,Heat 1,9,David FLORENCE,GBR,93.67,2,95.67,,,
2017,Australian Open,Penrith,C1M,Heat 1,10,Edern LE RUYET,FRA,91.81,4,95.81,,,
2017,Australian Open,Penrith,C1M,Heat 1,11,Paolo CECCON,ITA,95.85,0,95.85,,,
2017,Australian Open,Penrith,C1M,Heat 1,12,Stanislav JEZEK,CZE,95.91,0,95.91,,,
2017,Australian Open,Penrith,C1M,Heat 1,13,Pierre Antoine TILLARD,FRA,94.11,2,96.11,,,
2017,Australian Open,Penrith,C1M,Heat 1,14,Raffaello IVALDI,ITA,96.41,0,96.41,,,
2017,Australian Open,Penrith,C1M,Heat 1,15,Tomas RAK,CZE,96.44,0,96.44,,,
2017,Australian Open,Penrith,C1M,Heat 1,16,Brodie CRAWFORD,AUS,94.77,2,96.77,,,
2017,Australian Open,Penrith,C1M,Heat 1,17,Daniel WATKINS,AUS,92.92,4,96.92,,,
2017,Australian Open,Penrith,C1M,Heat 1,18,Niccolo FERRARI,ITA,97.23,0,97.23,,,
2017,Australian Open,Penrith,C1M,Heat 1,19,Marko MIRGORODSKY,SVK,97.6,0,97.6,,,
2017,Australian Open,Penrith,C1M,Heat 1,20,Patrick WASHER,NZL,98,0,98,,,
2017,Australian Open,Penrith,C1M,Heat 1,21,Zachary LOKKEN,USA,98.27,0,98.27,,,
2017,Australian Open,Penrith,C1M,Heat 1,22,Jan VETROVSKY,CZE,96.65,2,98.65,,,
2017,Australian Open,Penrith,C1M,Heat 1,23,Vaclav CHALOUPKA,CZE,98.13,2,100.13,,,
2017,Australian Open,Penrith,C1M,Heat 1,24,Warwick DRAPER,AUS,100.98,0,100.98,,,
2017,Australian Open,Penrith,C1M,Heat 1,25,Shota SASAKI,JPN,101,0,101,,,
2017,Australian Open,Penrith,C1M,Heat 1,26,Tristan CARTER,AUS,97.21,4,101.21,,,
2017,Australian Open,Penrith,C1M,Heat 1,27,Matyas LHOTA,CZE,101.36,0,101.36,,,
2017,Australian Open,Penrith,C1M,Heat 1,28,Sheng WANG,CHN,99.66,2,101.66,,,
2017,Australian Open,Penrith,C1M,Heat 1,29,Jiaxin ZHENG,CHN,101.29,2,103.29,,,
2017,Australian Open,Penrith,C1M,Heat 1,30,Matous PRIHODA,CZE,103.51,0,103.51,,,
2017,Australian Open,Penrith,C1M,Heat 1,31,Tyler SMITH,USA,100.65,4,104.65,,,
2017,Australian Open,Penrith,C1M,Heat 1,32,Steven LOWTHER,AUS,101.2,4,105.2,,,
2017,Australian Open,Penrith,C1M,Heat 1,33,Callum GILBERT,NZL,103.53,2,105.53,,,
2017,Australian Open,Penrith,C1M,Heat 1,34,Lachlan BASSETT,AUS,103.71,2,105.71,,,
2017,Australian Open,Penrith,C1M,Heat 1,35,Kaylen BASSETT,AUS,102.09,6,108.09,,,
2017,Australian Open,Penrith,C1M,Heat 1,36,James THWAITE,NZL,107.26,2,109.26,,,
2017,Australian Open,Penrith,C1M,Heat 1,37,Hannes AIGNER,GER,110.17,2,112.17,,,
2017,Australian Open,Penrith,C1M,Heat 1,38,Kristian FIEBIG,AUS,113.6,0,113.6,,,
2017,Australian Open,Penrith,C1M,Heat 1,39,Krastof LHOTA,CZE,109.4,6,115.4,,,
2017,Australian Open,Penrith,C1M,Heat 1,40,Jack EGAN,NZL,118.67,0,118.67,,,
2017,Australian Open,Penrith,C1M,Heat 1,41,Alastair ANDERSON,AUS,116.23,4,120.23,,,
2017,Australian Open,Penrith,C1M,Heat 1,42,Louis RICHARDSON,AUS,118.93,4,122.93,,,
2017,Australian Open,Penrith,C1M,Heat 1,43,Josh BELL,NZL,117.54,6,123.54,,,
2017,Australian Open,Penrith,C1M,Heat 1,44,Lewis WYLIE,AUS,120.09,4,124.09,,,
2017,Australian Open,Penrith,C1M,Heat 1,45,Samuel NIGHTINGALE,AUS,123.51,2,125.51,,,
2017,Australian Open,Penrith,C1M,Heat 1,46,Cameron MCLAUGHLAN,AUS,123.81,2,125.81,,,
2017,Australian Open,Penrith,C1M,Heat 1,47,Kieren BLACK,AUS,125.13,2,127.13,,,
2017,Australian Open,Penrith,C1M,Heat 1,48,Robert JANISZEWSKI,AUS,127.77,4,131.77,,,
2017,Australian Open,Penrith,C1M,Heat 1,49,Peter ECKHARDT,AUS,134.34,6,140.34,,,
2017,Australian Open,Penrith,C1M,Heat 1,50,Stewart BLOOR,NZL,138.67,14,152.67,,,
2017,Australian Open,Penrith,C1M,Heat 1,51,Daniel SHAMIEH,AUS,157.73,4,161.73,,,
2017,Australian Open,Penrith,C1M,Heat 1,52,Timothy COWARD,AUS,167.19,0,167.19,,,
2017,Australian Open,Penrith,C1M,Heat 1,53,Bradley MCLAUGHLAN,AUS,128.31,58,186.31,,,
2017,Australian Open,Penrith,C1M,Heat 1,54,Charlie BELL,NZL,181.46,6,187.46,,,
2017,Australian Open,Penrith,C1M,Heat 1,55,Jack CHOATE,AUS,138.31,54,192.31,,,
2017,Australian Open,Penrith,C1M,Heat 2,1,Vaclav CHALOUPKA,CZE,94.15,0,94.15,,,
2017,Australian Open,Penrith,C1M,Heat 2,2,Jan VETROVSKY,CZE,96.16,0,96.16,,,
2017,Australian Open,Penrith,C1M,Heat 2,3,Zachary LOKKEN,USA,96.35,0,96.35,,,
2017,Australian Open,Penrith,C1M,Heat 2,4,Tyler SMITH,USA,97.03,0,97.03,,,
2017,Australian Open,Penrith,C1M,Heat 2,5,Jiaxin ZHENG,CHN,96.02,2,98.02,,,
2017,Australian Open,Penrith,C1M,Heat 2,6,Matyas LHOTA,CZE,98.14,0,98.14,,,
2017,Australian Open,Penrith,C1M,Heat 2,7,Tristan CARTER,AUS,98.21,0,98.21,,,
2017,Australian Open,Penrith,C1M,Heat 2,8,Callum GILBERT,NZL,100.85,0,100.85,,,
2017,Australian Open,Penrith,C1M,Heat 2,9,Matous PRIHODA,CZE,96.95,4,100.95,,,
2017,Australian Open,Penrith,C1M,Heat 2,10,James THWAITE,NZL,102.12,0,102.12,,,
2017,Australian Open,Penrith,C1M,Heat 2,11,Hannes AIGNER,GER,96.38,6,102.38,,,
2017,Australian Open,Penrith,C1M,Heat 2,12,Sheng WANG,CHN,102.6,0,102.6,,,
2017,Australian Open,Penrith,C1M,Heat 2,13,Shota SASAKI,JPN,100.99,2,102.99,,,
2017,Australian Open,Penrith,C1M,Heat 2,14,Krastof LHOTA,CZE,106.92,2,108.92,,,
2017,Australian Open,Penrith,C1M,Heat 2,15,Lachlan BASSETT,AUS,107.28,2,109.28,,,
2017,Australian Open,Penrith,C1M,Heat 2,16,Kaylen BASSETT,AUS,107,4,111,,,
2017,Australian Open,Penrith,C1M,Heat 2,17,Steven LOWTHER,AUS,109.4,2,111.4,,,
2017,Australian Open,Penrith,C1M,Heat 2,18,Timothy COWARD,AUS,116.79,2,118.79,,,
2017,Australian Open,Penrith,C1M,Heat 2,19,Kristian FIEBIG,AUS,117.83,2,119.83,,,
2017,Australian Open,Penrith,C1M,Heat 2,20,Cameron MCLAUGHLAN,AUS,118.1,2,120.1,,,
2017,Australian Open,Penrith,C1M,Heat 2,21,Alastair ANDERSON,AUS,114.59,6,120.59,,,
2017,Australian Open,Penrith,C1M,Heat 2,22,Jack EGAN,NZL,120.76,2,122.76,,,
2017,Australian Open,Penrith,C1M,Heat 2,23,Josh BELL,NZL,122.92,2,124.92,,,
2017,Australian Open,Penrith,C1M,Heat 2,24,Charlie BELL,NZL,124.47,6,130.47,,,
2017,Australian Open,Penrith,C1M,Heat 2,25,Robert JANISZEWSKI,AUS,127.34,4,131.34,,,
2017,Australian Open,Penrith,C1M,Heat 2,26,Stewart BLOOR,NZL,131.47,8,139.47,,,
2017,Australian Open,Penrith,C1M,Heat 2,27,Sam NIGHTINGALE,AUS,137.64,2,139.64,,,
2017,Australian Open,Penrith,C1M,Heat 2,28,Kieren BLACK,AUS,126.55,52,178.55,,,
2017,Australian Open,Penrith,C1M,Heat 2,29,Daniel SHAMIEH,AUS,144.75,58,202.75,,,
2017,Australian Open,Penrith,C1M,Heat 2,30,Lewis WYLIE,AUS,207.3,102,309.3,,,
2017,Australian Open,Penrith,C1M,Semi-Final,1,Matej BENUS,SVK,95.16,0,95.16,,,
2017,Australian Open,Penrith,C1M,Semi-Final,2,Ryan WESTLEY,GBR,97.37,0,97.37,,,
2017,Australian Open,Penrith,C1M,Semi-Final,3,Tomas RAK,CZE,97.89,0,97.89,,,
2017,Australian Open,Penrith,C1M,Semi-Final,4,Vaclav CHALOUPKA,CZE,98.26,0,98.26,,,
2017,Australian Open,Penrith,C1M,Semi-Final,5,Lukas ROHAN,CZE,98.47,0,98.47,,,
2017,Australian Open,Penrith,C1M,Semi-Final,6,Michal MARTIKAN,SVK,98.56,0,98.56,,,
2017,Australian Open,Penrith,C1M,Semi-Final,7,Tristan CARTER,AUS,99.08,0,99.08,,,
2017,Australian Open,Penrith,C1M,Semi-Final,8,Zachary LOKKEN,USA,99.36,0,99.36,,,
2017,Australian Open,Penrith,C1M,Semi-Final,9,Marko MIRGORODSKY,SVK,99.57,0,99.57,,,
2017,Australian Open,Penrith,C1M,Semi-Final,10,David FLORENCE,GBR,100.02,0,100.02,,,
2017,Australian Open,Penrith,C1M,Semi-Final,11,Pierre Antoine TILLARD,FRA,100.48,0,100.48,,,
2017,Australian Open,Penrith,C1M,Semi-Final,12,Michal JANE,CZE,100.49,0,100.49,,,
2017,Australian Open,Penrith,C1M,Semi-Final,13,Alexander SLAFKOVSKY,SVK,100.67,0,100.67,,,
2017,Australian Open,Penrith,C1M,Semi-Final,14,Stanislav JEZEK,CZE,99.02,2,101.02,,,
2017,Australian Open,Penrith,C1M,Semi-Final,15,Daniel WATKINS,AUS,101.17,0,101.17,,,
2017,Australian Open,Penrith,C1M,Semi-Final,16,Jan VETROVSKY,CZE,102.21,2,104.21,,,
2017,Australian Open,Penrith,C1M,Semi-Final,17,Brodie CRAWFORD,AUS,100.38,4,104.38,,,
2017,Australian Open,Penrith,C1M,Semi-Final,18,Edern LE RUYET,FRA,103.67,2,105.67,,,
2017,Australian Open,Penrith,C1M,Semi-Final,19,Jiaxin ZHENG,CHN,103.76,2,105.76,,,
2017,Australian Open,Penrith,C1M,Semi-Final,20,Matous PRIHODA,CZE,101.93,4,105.93,,,
2017,Australian Open,Penrith,C1M,Semi-Final,21,Patrick WASHER,NZL,104.05,2,106.05,,,
2017,Australian Open,Penrith,C1M,Semi-Final,22,Niccolo FERRARI,ITA,106.39,0,106.39,,,
2017,Australian Open,Penrith,C1M,Semi-Final,23,Genyuan ZHANG,CHN,106.57,0,106.57,,,
2017,Australian Open,Penrith,C1M,Semi-Final,24,Ian BORROWS,AUS,105.82,4,109.82,,,
2017,Australian Open,Penrith,C1M,Semi-Final,25,Matyas LHOTA,CZE,108.58,2,110.58,,,
2017,Australian Open,Penrith,C1M,Semi-Final,26,Paolo CECCON,ITA,106.68,4,110.68,,,
2017,Australian Open,Penrith,C1M,Semi-Final,27,Tyler SMITH,USA,109.84,2,111.84,,,
2017,Australian Open,Penrith,C1M,Semi-Final,28,James THWAITE,NZL,109.18,4,113.18,,,
2017,Australian Open,Penrith,C1M,Semi-Final,29,Raffaello IVALDI,ITA,111.29,50,161.29,,,
2017,Australian Open,Penrith,C1M,Semi-Final,30,Callum GILBERT,NZL,122.49,104,226.49,,,
2017,Australian Open,Penrith,C1M,Semi-Final B,1,Warwick DRAPER,AUS,106.53,0,106.53,,,
2017,Australian Open,Penrith,C1M,Semi-Final B,2,Kaylen BASSETT,AUS,108.42,0,108.42,,,
2017,Australian Open,Penrith,C1M,Semi-Final B,3,Cameron MCLAUGHLAN,AUS,127.97,2,129.97,,,
2017,Australian Open,Penrith,C1M,Semi-Final B,4,Louis RICHARDSON,AUS,127.26,6,133.26,,,
2017,Australian Open,Penrith,C1M,Semi-Final B,5,Robert JANISZEWSKI,AUS,124.89,10,134.89,,,
2017,Australian Open,Penrith,C1M,Semi-Final B,6,Kieren BLACK,AUS,133.27,8,141.27,,,
2017,Australian Open,Penrith,C1M,Semi-Final B,7,Timothy COWARD,AUS,143.44,6,149.44,,,
2017,Australian Open,Penrith,C1M,Semi-Final B,8,Lachlan BASSETT,AUS,153.45,4,157.45,,,
2017,Australian Open,Penrith,C1M,Semi-Final B,9,Steven LOWTHER,AUS,111.6,52,163.6,,,
2017,Australian Open,Penrith,C1M,Semi-Final B,10,Sam NIGHTINGALE,AUS,162.78,4,166.78,,,
2017,Australian Open,Penrith,C1M,Semi-Final B,11,Peter ECKHARDT,AUS,156.82,12,168.82,,,
2017,Australian Open,Penrith,C1M,Semi-Final B,12,Bradley MCLAUGHLAN,AUS,144.07,58,202.07,,,
2017,Australian Open,Penrith,C1M,Semi-Final B,13,Jack CHOATE,AUS,222.87,56,278.87,,,
2017,Australian Open,Penrith,C1M,Semi-Final B,14,Daniel SHAMIEH,AUS,364.13,20,384.13,,,
2017,Australian Open,Penrith,C1M,Final,1,David FLORENCE,GBR,95.78,0,95.78,,,
2017,Australian Open,Penrith,C1M,Final,2,Matej BENUS,SVK,96.73,0,96.73,,,
2017,Australian Open,Penrith,C1M,Final,3,Marko MIRGORODSKY,SVK,97.81,0,97.81,,,
2017,Australian Open,Penrith,C1M,Final,4,Ryan WESTLEY,GBR,96.7,2,98.7,,,
2017,Australian Open,Penrith,C1M,Final,5,Lukas ROHAN,CZE,96.94,2,98.94,,,
2017,Australian Open,Penrith,C1M,Final,6,Michal MARTIKAN,SVK,101.58,0,101.58,,,
2017,Australian Open,Penrith,C1M,Final,7,Zachary LOKKEN,USA,99.65,4,103.65,,,
2017,Australian Open,Penrith,C1M,Final,8,Vaclav CHALOUPKA,CZE,100.01,4,104.01,,,
2017,Australian Open,Penrith,C1M,Final,9,Tristan CARTER,AUS,105.3,0,105.3,,,
2017,Australian Open,Penrith,C1M,Final,10,Tomas RAK,CZE,108.52,4,112.52,,,
2017,Australian Open,Penrith,C1W,Heat 1,1,Jessica FOX,AUS,102.56,0,102.56,,,
2017,Australian Open,Penrith,C1W,Heat 1,2,Noemie FOX,AUS,107.37,0,107.37,,,
2017,Australian Open,Penrith,C1W,Heat 1,3,Monika JANCOVA,CZE,108.46,0,108.46,,,
2017,Australian Open,Penrith,C1W,Heat 1,4,Jana MATULKOVA,CZE,108.96,0,108.96,,,
2017,Australian Open,Penrith,C1W,Heat 1,5,Rosalyn LAWRENCE,AUS,109.11,2,111.11,,,
2017,Australian Open,Penrith,C1W,Heat 1,6,Kate ECKHARDT,AUS,111.52,0,111.52,,,
2017,Australian Open,Penrith,C1W,Heat 1,7,Luuka JONES,NZL,111.96,0,111.96,,,
2017,Australian Open,Penrith,C1W,Heat 1,8,Shi CHEN,CHN,111.17,2,113.17,,,
2017,Australian Open,Penrith,C1W,Heat 1,9,Claire JACQUET,FRA,111.7,2,113.7,,,
2017,Australian Open,Penrith,C1W,Heat 1,10,Alison BORROWS,AUS,114.43,0,114.43,,,
2017,Australian Open,Penrith,C1W,Heat 1,11,Tereza FISEROVA,CZE,111.68,4,115.68,,,
2017,Australian Open,Penrith,C1W,Heat 1,12,Alexandria CHOATE,AUS,121.56,0,121.56,,,
2017,Australian Open,Penrith,C1W,Heat 1,13,Demelza WALL,AUS,118.09,4,122.09,,,
2017,Australian Open,Penrith,C1W,Heat 1,14,Alexandra BROOME,AUS,120.62,2,122.62,,,
2017,Australian Open,Penrith,C1W,Heat 1,15,Sage DONNELLY,USA,120.3,6,126.3,,,
2017,Australian Open,Penrith,C1W,Heat 1,16,Cuishan YU,CHN,122.54,4,126.54,,,
2017,Australian Open,Penrith,C1W,Heat 1,17,Billie KNELL,AUS,122.66,4,126.66,,,
2017,Australian Open,Penrith,C1W,Heat 1,18,Minzhen LYU,CHN,127.86,8,135.86,,,
2017,Australian Open,Penrith,C1W,Heat 1,19,Madison WILSON,AUS,156.71,10,166.71,,,
2017,Australian Open,Penrith,C1W,Heat 1,20,Kira WALL,AUS,134.55,104,238.55,,,
2017,Australian Open,Penrith,C1W,Heat 1,21,Lotte RAYNER,NZL,180.01,110,290.01,,,
2017,Australian Open,Penrith,C1W,Heat 2,1,Lotte RAYNER,NZL,213.99,6,219.99,,,
2017,Australian Open,Penrith,C1W,Semi-Final,1,Jessica FOX,AUS,113.7,0,113.7,,,
2017,Australian Open,Penrith,C1W,Semi-Final,2,Tereza FISEROVA,CZE,112.8,2,114.8,,,
2017,Australian Open,Penrith,C1W,Semi-Final,3,Monika JANCOVA,CZE,114.24,2,116.24,,,
2017,Australian Open,Penrith,C1W,Semi-Final,4,Kate ECKHARDT,AUS,116.42,2,118.42,,,
2017,Australian Open,Penrith,C1W,Semi-Final,5,Noemie FOX,AUS,116.44,2,118.44,,,
2017,Australian Open,Penrith,C1W,Semi-Final,6,Rosalyn LAWRENCE,AUS,119.09,0,119.09,,,
2017,Australian Open,Penrith,C1W,Semi-Final,7,Jana MATULKOVA,CZE,117.66,4,121.66,,,
2017,Australian Open,Penrith,C1W,Semi-Final,8,Shi CHEN,CHN,121.63,2,123.63,,,
2017,Australian Open,Penrith,C1W,Semi-Final,9,Luuka JONES,NZL,123.87,2,125.87,,,
2017,Australian Open,Penrith,C1W,Semi-Final,10,Alison BORROWS,AUS,126.57,0,126.57,,,
2017,Australian Open,Penrith,C1W,Semi-Final,11,Alexandria CHOATE,AUS,147.69,6,153.69,,,
2017,Australian Open,Penrith,C1W,Semi-Final,12,Alexandra BROOME,AUS,142.75,12,154.75,,,
2017,Australian Open,Penrith,C1W,Semi-Final,13,Claire JACQUET,FRA,120.44,54,174.44,,,
2017,Australian Open,Penrith,C1W,Semi-Final,14,Madison WILSON,AUS,186.82,18,204.82,,,
2017,Australian Open,Penrith,C1W,Semi-Final,15,Minzhen LYU,CHN,202.39,12,214.39,,,
2017,Australian Open,Penrith,C1W,Semi-Final,16,Demelza WALL,AUS,161.9,54,215.9,,,
2017,Australian Open,Penrith,C1W,Semi-Final,17,Cuishan YU,CHN,140.19,102,242.19,,,
2017,Australian Open,Penrith,C1W,Semi-Final,18,Sage DONNELLY,USA,146.41,104,250.41,,,
2017,Australian Open,Penrith,C1W,Semi-Final,19,Billie KNELL,AUS,149.98,208,357.98,,,
2017,Australian Open,Penrith,C1W,Semi-Final,20,Kira WALL,AUS,219.91,156,375.91,,,
2017,Australian Open,Penrith,C1W,Semi-Final,21,Lotte RAYNER,NZL,252.5,256,508.5,,,
2017,Australian Open,Penrith,C1W,Final,1,Jessica FOX,AUS,104.17,0,104.17,,,
2017,Australian Open,Penrith,C1W,Final,2,Noemie FOX,AUS,113.8,0,113.8,,,
2017,Australian Open,Penrith,C1W,Final,3,Tereza FISEROVA,CZE,115.41,0,115.41,,,
2017,Australian Open,Penrith,C1W,Final,4,Rosalyn LAWRENCE,AUS,111.26,6,117.26,,,
2017,Australian Open,Penrith,C1W,Final,5,Alison BORROWS,AUS,117.34,2,119.34,,,
2017,Australian Open,Penrith,C1W,Final,6,Kate ECKHARDT,AUS,117.7,2,119.7,,,
2017,Australian Open,Penrith,C1W,Final,7,Jana MATULKOVA,CZE,119.61,2,121.61,,,
2017,Australian Open,Penrith,C1W,Final,8,Luuka JONES,NZL,117.74,4,121.74,,,
2017,Australian Open,Penrith,C1W,Final,9,Shi CHEN,CHN,120.59,2,122.59,,,
2017,Australian Open,Penrith,C1W,Final,10,Monika JANCOVA,CZE,129,2,131,,,
2017,Australian Open,Penrith,K1M,Heat 1,1,Jiri PRSKAVEC,CZE,83.19,0,83.19,,,
2017,Australian Open,Penrith,K1M,Heat 1,2,Michal SMOLEN,USA,84.13,0,84.13,,,
2017,Australian Open,Penrith,K1M,Heat 1,3,Lucien DELFOUR,AUS,84.38,0,84.38,,,
2017,Australian Open,Penrith,K1M,Heat 1,4,Joseph CLARKE,GBR,86.92,0,86.92,,,
2017,Australian Open,Penrith,K1M,Heat 1,5,Bradley FORBS CRYANS,GBR,86.96,0,86.96,,,
2017,Australian Open,Penrith,K1M,Heat 1,6,Pierre BOURLIAUD,FRA,87.39,0,87.39,,,
2017,Australian Open,Penrith,K1M,Heat 1,7,Hannes AIGNER,GER,85.56,2,87.56,,,
2017,Australian Open,Penrith,K1M,Heat 1,8,Lubos HILGERT,CZE,86.21,2,88.21,,,
2017,Australian Open,Penrith,K1M,Heat 1,9,Martin DOUGOUD,SUI,88.29,0,88.29,,,
2017,Australian Open,Penrith,K1M,Heat 1,10,Quentin BURGI,FRA,88.79,0,88.79,,,
2017,Australian Open,Penrith,K1M,Heat 1,11,Jaxon MERRITT,AUS,86.82,2,88.82,,,
2017,Australian Open,Penrith,K1M,Heat 1,12,Zeno IVALDI,ITA,87.15,2,89.15,,,
2017,Australian Open,Penrith,K1M,Heat 1,13,Timothy ANDERSON,AUS,89.64,0,89.64,,,
2017,Australian Open,Penrith,K1M,Heat 1,14,Mathieu BIAZIZZO,FRA,88.06,2,90.06,,,
2017,Australian Open,Penrith,K1M,Heat 1,15,Finn BUTCHER,NZL,90.42,0,90.42,,,
2017,Australian Open,Penrith,K1M,Heat 1,16,Andrej MALEK,SVK,88.72,2,90.72,,,
2017,Australian Open,Penrith,K1M,Heat 1,17,Angus THOMPSON,AUS,88.75,2,90.75,,,
2017,Australian Open,Penrith,K1M,Heat 1,18,Antoine LAUNAY,POR,88.78,2,90.78,,,
2017,Australian Open,Penrith,K1M,Heat 1,19,Callum GILBERT,NZL,90.8,0,90.8,,,
2017,Australian Open,Penrith,K1M,Heat 1,20,Warwick DRAPER,AUS,91.02,0,91.02,,,
2017,Australian Open,Penrith,K1M,Heat 1,21,Ondrej CVIKL,CZE,89.21,2,91.21,,,
2017,Australian Open,Penrith,K1M,Heat 1,22,Daniel WATKINS,AUS,89.25,2,91.25,,,
2017,Australian Open,Penrith,K1M,Heat 1,23,Richard MACUS,SVK,91.44,0,91.44,,,
2017,Australian Open,Penrith,K1M,Heat 1,24,Taku YOSHIDA,JPN,89.5,2,91.5,,,
2017,Australian Open,Penrith,K1M,Heat 1,25,Jakub GRIGAR,SVK,90.25,2,92.25,,,
2017,Australian Open,Penrith,K1M,Heat 1,26,Benjamin POPE,AUS,88.77,4,92.77,,,
2017,Australian Open,Penrith,K1M,Heat 1,27,Alexandr MAIKRANZ,CZE,89.97,4,93.97,,,
2017,Australian Open,Penrith,K1M,Heat 1,28,Samuel STANOVSKY,SVK,92.42,2,94.42,,,
2017,Australian Open,Penrith,K1M,Heat 1,29,Radoslav MIKO,SVK,93.4,2,95.4,,,
2017,Australian Open,Penrith,K1M,Heat 1,30,Zhengchao ZHAO,CHN,94.06,2,96.06,,,
2017,Australian Open,Penrith,K1M,Heat 1,31,Tristan CARTER,AUS,93.78,4,97.78,,,
2017,Australian Open,Penrith,K1M,Heat 1,32,Meita ASAMI,JPN,97.99,0,97.99,,,
2017,Australian Open,Penrith,K1M,Heat 1,33,Martin STANOVSKY,KAZ,96.63,2,98.63,,,
2017,Australian Open,Penrith,K1M,Heat 1,34,Alastair ANDERSON,AUS,95.12,4,99.12,,,
2017,Australian Open,Penrith,K1M,Heat 1,35,Tohru KANAYA,JPN,95.51,4,99.51,,,
2017,Australian Open,Penrith,K1M,Heat 1,36,Jakub STANOVSKY,SVK,94.19,6,100.19,,,
2017,Australian Open,Penrith,K1M,Heat 1,37,Callan GRADY,AUS,101.95,0,101.95,,,
2017,Australian Open,Penrith,K1M,Heat 1,38,Timothy COWARD,AUS,98.79,4,102.79,,,
2017,Australian Open,Penrith,K1M,Heat 1,39,Louis RICHARDSON,AUS,104.64,0,104.64,,,
2017,Australian Open,Penrith,K1M,Heat 1,40,Masaya TAKIGUCHI,JPN,99.68,6,105.68,,,
2017,Australian Open,Penrith,K1M,Heat 1,41,Samuel GRANT,AUS,106.8,2,108.8,,,
2017,Australian Open,Penrith,K1M,Heat 1,42,Ryota MORITA,JPN,104.23,6,110.23,,,
2017,Australian Open,Penrith,K1M,Heat 1,43,Ryo YAMAMOTO,JPN,98.62,12,110.62,,,
2017,Australian Open,Penrith,K1M,Heat 1,44,Kristian FIEBIG,AUS,108.77,4,112.77,,,
2017,Australian Open,Penrith,K1M,Heat 1,45,Damian TORWICK,NZL,105.75,8,113.75,,,
2017,Australian Open,Penrith,K1M,Heat 1,46,Sam LYONS,AUS,109.79,4,113.79,,,
2017,Australian Open,Penrith,K1M,Heat 1,47,Fujino KOTA,JPN,110.67,6,116.67,,,
2017,Australian Open,Penrith,K1M,Heat 1,48,Kaylen BASSETT,AUS,114.89,2,116.89,,,
2017,Australian Open,Penrith,K1M,Heat 1,49,Muto YUSUKE,JPN,112.98,4,116.98,,,
2017,Australian Open,Penrith,K1M,Heat 1,50,Bradley MCLAUGHLAN,AUS,112.31,6,118.31,,,
2017,Australian Open,Penrith,K1M,Heat 1,51,Zlatan IBRAHIMBEGOVIC,AUS,117.25,2,119.25,,,
2017,Australian Open,Penrith,K1M,Heat 1,52,Robert JANISZEWSKI,AUS,116.29,4,120.29,,,
2017,Australian Open,Penrith,K1M,Heat 1,53,Kieren BLACK,AUS,119.55,2,121.55,,,
2017,Australian Open,Penrith,K1M,Heat 1,54,Cameron MCLAUGHLAN,AUS,109.64,12,121.64,,,
2017,Australian Open,Penrith,K1M,Heat 1,55,Will NELSON,NZL,115.94,6,121.94,,,
2017,Australian Open,Penrith,K1M,Heat 1,56,Gage HARRISON,AUS,115.85,8,123.85,,,
2017,Australian Open,Penrith,K1M,Heat 1,57,Gordon RAYNER,NZL,123.5,4,127.5,,,
2017,Australian Open,Penrith,K1M,Heat 1,58,Gary NELSON,AUS,124.06,4,128.06,,,
2017,Australian Open,Penrith,K1M,Heat 1,59,Lewis HALL,NZL,124.91,10,134.91,,,
2017,Australian Open,Penrith,K1M,Heat 1,60,James LLOYD MARTIN,AUS,134.83,6,140.83,,,
2017,Australian Open,Penrith,K1M,Heat 1,61,Jack CHOATE,AUS,116.82,52,168.82,,,
2017,Australian Open,Penrith,K1M,Heat 1,62,Alexander NEVIN,AUS,114.91,54,168.91,,,
2017,Australian Open,Penrith,K1M,Heat 1,63,Charlie BELL,NZL,116.69,56,172.69,,,
2017,Australian Open,Penrith,K1M,Heat 1,64,Benjamin TUBBS,NZL,125.56,60,185.56,,,
2017,Australian Open,Penrith,K1M,Heat 1,65,Joshua MONTALTO,AUS,112.88,104,216.88,,,
2017,Australian Open,Penrith,K1M,Heat 1,66,Daniel SHAMIEH,AUS,120.59,104,224.59,,,
2017,Australian Open,Penrith,K1M,Heat 1,67,Michael LAU,AUS,248.59,306,554.59,,,
2017,Australian Open,Penrith,K1M,Heat 1,68,Justin HAMPSHIRE,AUS,208.31,450,658.31,,,
2017,Australian Open,Penrith,K1M,Heat 2,1,Tohru KANAYA,JPN,95.31,0,95.31,,,
