Year,Location,Competition,Phase,Class,Rank,Bib,Athlete Name,Last Name,First Name,Nation,Raw Time,Total Penalties,Total Time,Total Time Behind,Total Time % Behind Winner,Raw Time Behind Winner,Raw % Behind Winner,Overachieved or Underachieved,UID,Athlete_ID,Overall Rank
2019,Krakow,Junior World Championships,Heat 1,C1M,42,,Jung Cheng Wu,WU,Jung Cheng,TPE,135.31,10,145.31,45.93,146.22%,41.93,144.90%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Jung Cheng Wu,46
2019,Krakow,Junior World Championships,Heat 1,C1M,43,,Daniel Perez,PEREZ,Daniel,ESP,107.11,50,157.11,57.73,158.09%,13.73,114.70%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Daniel Perez,10
2019,Krakow,Junior World Championships,Heat 1,C1M,44,,Ralfs Baldins,BALDINS,Ralfs,LAT,156.8,8,164.8,65.42,165.83%,63.42,167.92%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Ralfs Baldins,47
2019,Krakow,Junior World Championships,Heat 1,C1M,45,,Mark Crosbee,CROSBEE,Mark,AUS,114.07,58,172.07,72.69,173.14%,20.69,122.16%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Mark Crosbee,34
2019,Krakow,Junior World Championships,Heat 1,C1M,46,,Tobias Castiglione,CASTIGLIONE,Tobias,ARG,166.11,8,174.11,74.73,175.20%,72.73,177.89%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Tobias Castiglione,43
2019,Krakow,Junior World Championships,Heat 1,C1M,47,,Aleksandr Sondor,SONDOR,Aleksandr,RUS,109.56,102,211.56,112.18,212.88%,16.18,117.33%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Aleksandr Sondor,32
2019,Krakow,Junior World Championships,Heat 1,C1M,48,,Janis Dombrovskis,DOMBROVSKIS,Janis,LAT,214.05,10,224.05,124.67,225.45%,120.67,229.22%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Janis Dombrovskis,48
2019,Krakow,Junior World Championships,Heat 1,C1M,49,,Aurimas Kuodis,KUODIS,Aurimas,LTU,161.12,110,271.12,171.74,272.81%,67.74,172.54%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Aurimas Kuodis,49
2019,Krakow,Junior World Championships,Heat 2,C1M,1,,Ludovit Macus,MACUS,Ludovit,SVK,102.15,2,104.15,0,100.00%,0,100.00%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Ludovit Macus,5
2019,Krakow,Junior World Championships,Heat 2,C1M,2,,Felix Goettling,GOETTLING,Felix,GER,105.85,0,105.85,1.7,101.63%,3.7,103.62%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Felix Goettling,7
2019,Krakow,Junior World Championships,Heat 2,C1M,3,,Ivan Orekhov,OREKHOV,Ivan,RUS,105.87,0,105.87,1.72,101.65%,3.72,103.64%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Ivan Orekhov,21
2019,Krakow,Junior World Championships,Heat 2,C1M,4,,Adrien Fischer,FISCHER,Adrien,FRA,104,2,106,1.85,101.78%,1.85,101.81%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Adrien Fischer,3
2019,Krakow,Junior World Championships,Heat 2,C1M,5,,Daniel Perez,PEREZ,Daniel,ESP,104.21,2,106.21,2.06,101.98%,2.06,102.02%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Daniel Perez,10
2019,Krakow,Junior World Championships,Heat 2,C1M,6,,Maciej Bartos,BARTOS,Maciej,POL,103.84,4,107.84,3.69,103.54%,1.69,101.65%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Maciej Bartos,12
2019,Krakow,Junior World Championships,Heat 2,C1M,7,,Daniel Shamieh,SHAMIEH,Daniel,AUS,108.18,0,108.18,4.03,103.87%,6.03,105.90%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Daniel Shamieh,29
2019,Krakow,Junior World Championships,Heat 2,C1M,8,,Jack Choate,CHOATE,Jack,AUS,108.97,0,108.97,4.82,104.63%,6.82,106.68%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Jack Choate,27
2019,Krakow,Junior World Championships,Heat 2,C1M,9,,Terence Saramandif,SARAMANDIF,Terence,MRI,107.57,2,109.57,5.42,105.20%,5.42,105.31%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Terence Saramandif,16
2019,Krakow,Junior World Championships,Heat 2,C1M,10,,Oliver Puchner,PUCHNER,Oliver,NZL,106.98,4,110.98,6.83,106.56%,4.83,104.73%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Oliver Puchner,24
2019,Krakow,Junior World Championships,Heat 2,C1M,11,,Aleksandr Sondor,SONDOR,Aleksandr,RUS,109.1,2,111.1,6.95,106.67%,6.95,106.80%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Aleksandr Sondor,32
2019,Krakow,Junior World Championships,Heat 2,C1M,12,,Pitt Rohrer,ROHRER,Pitt,SUI,107.4,4,111.4,7.25,106.96%,5.25,105.14%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Pitt Rohrer,31
2019,Krakow,Junior World Championships,Heat 2,C1M,13,,Mark Crosbee,CROSBEE,Mark,AUS,109.63,2,111.63,7.48,107.18%,7.48,107.32%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Mark Crosbee,34
2019,Krakow,Junior World Championships,Heat 2,C1M,14,,Krystof Lhota,LHOTA,Krystof,CZE,106.65,6,112.65,8.5,108.16%,4.5,104.41%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Krystof Lhota,33
2019,Krakow,Junior World Championships,Heat 2,C1M,15,,Nathaniel Francis,FRANCIS,Nathaniel,USA,109.25,4,113.25,9.1,108.74%,7.1,106.95%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Nathaniel Francis,35
2019,Krakow,Junior World Championships,Heat 2,C1M,16,,Oier Rodriguez,RODRIGUEZ,Oier,ESP,113.05,2,115.05,10.9,110.47%,10.9,110.67%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Oier Rodriguez,36
2019,Krakow,Junior World Championships,Heat 2,C1M,17,,Manuel Tripano,TRIPANO,Manuel,ARG,113.18,2,115.18,11.03,110.59%,11.03,110.80%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Manuel Tripano,37
2019,Krakow,Junior World Championships,Heat 2,C1M,18,,Timo Haslmaier,HASLMAIER,Timo,AUT,109.37,6,115.37,11.22,110.77%,7.22,107.07%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Timo Haslmaier,38
2019,Krakow,Junior World Championships,Heat 2,C1M,19,,Shota Saito,SAITO,Shota,JPN,114.64,2,116.64,12.49,111.99%,12.49,112.23%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Shota Saito,39
2019,Krakow,Junior World Championships,Heat 2,C1M,20,,Kaelin Friedenson,FRIEDENSON,Kaelin,USA,116.18,2,118.18,14.03,113.47%,14.03,113.73%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Kaelin Friedenson,40
2019,Krakow,Junior World Championships,Heat 2,C1M,21,,Charlie Bell,BELL,Charlie,NZL,120.19,2,122.19,18.04,117.32%,18.04,117.66%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Charlie Bell,41
2019,Krakow,Junior World Championships,Heat 2,C1M,22,,Jakob Kryworuchko,KRYWORUCHKO,Jakob,CAN,120.05,4,124.05,19.9,119.11%,17.9,117.52%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Jakob Kryworuchko,42
2019,Krakow,Junior World Championships,Heat 2,C1M,23,,Tobias Castiglione,CASTIGLIONE,Tobias,ARG,123.06,6,129.06,24.91,123.92%,20.91,120.47%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Tobias Castiglione,43
2019,Krakow,Junior World Championships,Heat 2,C1M,24,,Finn Wakeling,WAKELING,Finn,CAN,124.18,8,132.18,28.03,126.91%,22.03,121.57%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Finn Wakeling,44
2019,Krakow,Junior World Championships,Heat 2,C1M,25,,Nicholas Tripano,TRIPANO,Nicholas,ARG,134.47,4,138.47,34.32,132.95%,32.32,131.64%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Nicholas Tripano,45
2019,Krakow,Junior World Championships,Heat 2,C1M,26,,Ralfs Baldins,BALDINS,Ralfs,LAT,153.03,14,167.03,62.88,160.37%,50.88,149.81%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Ralfs Baldins,47
2019,Krakow,Junior World Championships,Heat 2,C1M,27,,Janis Dombrovskis,DOMBROVSKIS,Janis,LAT,158.48,10,168.48,64.33,161.77%,56.33,155.14%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Janis Dombrovskis,48
2019,Krakow,Junior World Championships,Heat 2,C1M,28,,Aurimas Kuodis,KUODIS,Aurimas,LTU,157.66,12,169.66,65.51,162.90%,55.51,154.34%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Aurimas Kuodis,49
2019,Krakow,Junior World Championships,Heat 2,C1M,29,,Jung Cheng Wu,WU,Jung Cheng,TPE,126.32,50,176.32,72.17,169.29%,24.17,123.66%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Jung Cheng Wu,46
2019,Krakow,Junior World Championships,Semi-Final,C1M,1,,Ludovit Macus,MACUS,Ludovit,SVK,97.14,0,97.14,0,100.00%,0,100.00%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Ludovit Macus,5
2019,Krakow,Junior World Championships,Semi-Final,C1M,2,,James Kettle,KETTLE,James,GBR,97.8,0,97.8,0.66,100.68%,0.66,100.68%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M James Kettle,8
2019,Krakow,Junior World Championships,Semi-Final,C1M,3,,Daniel Perez,PEREZ,Daniel,ESP,98.02,0,98.02,0.88,100.91%,0.88,100.91%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Daniel Perez,10
2019,Krakow,Junior World Championships,Semi-Final,C1M,4,,Nejc Polencic,POLENCIC,Nejc,SLO,96.77,2,98.77,1.63,101.68%,-0.37,99.62%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Nejc Polencic,1
2019,Krakow,Junior World Championships,Semi-Final,C1M,5,,Alfie Boote,BOOTE,Alfie,GBR,95.78,4,99.78,2.64,102.72%,-1.36,98.60%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Alfie Boote,6
2019,Krakow,Junior World Championships,Semi-Final,C1M,6,,Adam Kral,KRAL,Adam,CZE,99.86,0,99.86,2.72,102.80%,2.72,102.80%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Adam Kral,4
2019,Krakow,Junior World Championships,Semi-Final,C1M,7,,Felix Goettling,GOETTLING,Felix,GER,99.89,0,99.89,2.75,102.83%,2.75,102.83%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Felix Goettling,7
2019,Krakow,Junior World Championships,Semi-Final,C1M,8,,Jack Egan,EGAN,Jack,NZL,99.96,0,99.96,2.82,102.90%,2.82,102.90%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Jack Egan,9
2019,Krakow,Junior World Championships,Semi-Final,C1M,9,,Szymon Nowobilski,NOWOBILSKI,Szymon,POL,97.26,4,101.26,4.12,104.24%,0.12,100.12%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Szymon Nowobilski,2
2019,Krakow,Junior World Championships,Semi-Final,C1M,10,,Adrien Fischer,FISCHER,Adrien,FRA,101.28,0,101.28,4.14,104.26%,4.14,104.26%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Adrien Fischer,3
2019,Krakow,Junior World Championships,Semi-Final,C1M,11,,Juraj Mraz,MRAZ,Juraj,SVK,101.34,0,101.34,4.2,104.32%,4.2,104.32%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Juraj Mraz,11
2019,Krakow,Junior World Championships,Semi-Final,C1M,12,,Maciej Bartos,BARTOS,Maciej,POL,98.54,4,102.54,5.4,105.56%,1.4,101.44%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Maciej Bartos,12
2019,Krakow,Junior World Championships,Semi-Final,C1M,13,,Martino Barzon,BARZON,Martino,ITA,102.75,0,102.75,5.61,105.78%,5.61,105.78%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Martino Barzon,13
2019,Krakow,Junior World Championships,Semi-Final,C1M,14,,Martin Kratochvil,KRATOCHVIL,Martin,CZE,99.72,4,103.72,6.58,106.77%,2.58,102.66%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Martin Kratochvil,14
2019,Krakow,Junior World Championships,Semi-Final,C1M,15,,Benjamin Kies,KIES,Benjamin,GER,100,4,104,6.86,107.06%,2.86,102.94%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Benjamin Kies,15
2019,Krakow,Junior World Championships,Semi-Final,C1M,16,,Terence Saramandif,SARAMANDIF,Terence,MRI,98.11,6,104.11,6.97,107.18%,0.97,101.00%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Terence Saramandif,16
2019,Krakow,Junior World Championships,Semi-Final,C1M,17,,Jus Javornik,JAVORNIK,Jus,SLO,100.14,4,104.14,7,107.21%,3,103.09%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Jus Javornik,17
2019,Krakow,Junior World Championships,Semi-Final,C1M,18,,Juraj Dieska,DIESKA,Juraj,SVK,100.19,4,104.19,7.05,107.26%,3.05,103.14%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Juraj Dieska,18
2019,Krakow,Junior World Championships,Semi-Final,C1M,19,,Kurts Rozentals,ROZENTALS,Kurts,GBR,102.25,2,104.25,7.11,107.32%,5.11,105.26%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Kurts Rozentals,19
2019,Krakow,Junior World Championships,Semi-Final,C1M,20,,Aleksandr Kharlamtsev,KHARLAMTSEV,Aleksandr,RUS,104.96,0,104.96,7.82,108.05%,7.82,108.05%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Aleksandr Kharlamtsev,20
2019,Krakow,Junior World Championships,Semi-Final,C1M,21,,Ivan Orekhov,OREKHOV,Ivan,RUS,103.05,2,105.05,7.91,108.14%,5.91,106.08%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Ivan Orekhov,21
2019,Krakow,Junior World Championships,Semi-Final,C1M,22,,Yohann Senechault,SENECHAULT,Yohann,FRA,101.63,4,105.63,8.49,108.74%,4.49,104.62%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Yohann Senechault,22
2019,Krakow,Junior World Championships,Semi-Final,C1M,23,,Pau Echaniz,ECHANIZ,Pau,ESP,99.82,6,105.82,8.68,108.94%,2.68,102.76%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Pau Echaniz,23
2019,Krakow,Junior World Championships,Semi-Final,C1M,24,,Oliver Puchner,PUCHNER,Oliver,NZL,103.97,2,105.97,8.83,109.09%,6.83,107.03%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Oliver Puchner,24
2019,Krakow,Junior World Championships,Semi-Final,C1M,25,,Hector Combes,COMBES,Hector,FRA,101.25,6,107.25,10.11,110.41%,4.11,104.23%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Hector Combes,25
2019,Krakow,Junior World Championships,Semi-Final,C1M,26,,Julian Lindolf,LINDOLF,Julian,GER,102.87,6,108.87,11.73,112.08%,5.73,105.90%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Julian Lindolf,26
2019,Krakow,Junior World Championships,Semi-Final,C1M,27,,Jack Choate,CHOATE,Jack,AUS,102.39,8,110.39,13.25,113.64%,5.25,105.40%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Jack Choate,27
2019,Krakow,Junior World Championships,Semi-Final,C1M,28,,Filip Lesniak,LESNIAK,Filip,POL,102.41,10,112.41,15.27,115.72%,5.27,105.43%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Filip Lesniak,28
2019,Krakow,Junior World Championships,Semi-Final,C1M,29,,Daniel Shamieh,SHAMIEH,Daniel,AUS,111.39,52,163.39,66.25,168.20%,14.25,114.67%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Daniel Shamieh,29
2019,Krakow,Junior World Championships,Semi-Final,C1M,30,,Jaka Bernat,BERNAT,Jaka,SLO,102.97,300,402.97,305.83,414.83%,5.83,106.00%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Jaka Bernat,30
2019,Krakow,Junior World Championships,Final,C1M,1,,Nejc Polencic,POLENCIC,Nejc,SLO,94.47,4,98.47,0,100.00%,0,100.00%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Nejc Polencic,1
2019,Krakow,Junior World Championships,Final,C1M,2,,Szymon Nowobilski,NOWOBILSKI,Szymon,POL,97.22,2,99.22,0.75,100.76%,2.75,102.91%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Szymon Nowobilski,2
2019,Krakow,Junior World Championships,Final,C1M,3,,Adrien Fischer,FISCHER,Adrien,FRA,97.26,2,99.26,0.79,100.80%,2.79,102.95%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Adrien Fischer,3
2019,Krakow,Junior World Championships,Final,C1M,4,,Adam Kral,KRAL,Adam,CZE,100.39,0,100.39,1.92,101.95%,5.92,106.27%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Adam Kral,4
2019,Krakow,Junior World Championships,Final,C1M,5,,Ludovit Macus,MACUS,Ludovit,SVK,96.77,6,102.77,4.3,104.37%,2.3,102.43%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Ludovit Macus,5
2019,Krakow,Junior World Championships,Final,C1M,6,,Alfie Boote,BOOTE,Alfie,GBR,97.21,6,103.21,4.74,104.81%,2.74,102.90%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Alfie Boote,6
2019,Krakow,Junior World Championships,Final,C1M,7,,Felix Goettling,GOETTLING,Felix,GER,101.71,2,103.71,5.24,105.32%,7.24,107.66%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Felix Goettling,7
2019,Krakow,Junior World Championships,Final,C1M,8,,James Kettle,KETTLE,James,GBR,101.4,6,107.4,8.93,109.07%,6.93,107.34%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M James Kettle,8
2019,Krakow,Junior World Championships,Final,C1M,9,,Jack Egan,EGAN,Jack,NZL,107.1,4,111.1,12.63,112.83%,12.63,113.37%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Jack Egan,9
2019,Krakow,Junior World Championships,Final,C1M,10,,Daniel Perez,PEREZ,Daniel,ESP,99.97,54,153.97,55.5,156.36%,5.5,105.82%,Under Achieved,2019 Krakow Junior World Championships C1M,2019 Krakow Junior World Championships C1M Daniel Perez,10
2006,Tacen,Junior World Championships,Heat 1,K1W,1,56,Michaela Grimm,GRIMM,MICHAELA,GER,99.66,0,99.66,0,100.00%,0,100.00%,Over Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Michaela Grimm,3
2006,Tacen,Junior World Championships,Heat 1,K1W,2,17,Tong Li,LI,TONG,CHN,99.54,2,101.54,1.88,101.89%,-0.12,99.88%,Over Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Tong Li,10
2006,Tacen,Junior World Championships,Heat 1,K1W,3,48,Urša Kragelj,KRAGELJ,URŠA,SLO,100.76,2,102.76,3.1,103.11%,1.1,101.10%,Over Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Urša Kragelj,2
2006,Tacen,Junior World Championships,Heat 1,K1W,4,49,Laura Mangin,MANGIN,LAURA,FRA,103.04,0,103.04,3.38,103.39%,3.38,103.39%,Over Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Laura Mangin,8
2006,Tacen,Junior World Championships,Heat 1,K1W,5,54,Carolin Schlumprecht,SCHLUMPRECHT,CAROLIN,GER,102.23,2,104.23,4.57,104.59%,2.57,102.58%,Over Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Carolin Schlumprecht,5
2006,Tacen,Junior World Championships,Heat 1,K1W,6,8,Yingying Zou,ZOU,YINGYING,CHN,100.77,4,104.77,5.11,105.13%,1.11,101.11%,Under Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Yingying Zou,13
2006,Tacen,Junior World Championships,Heat 1,K1W,7,51,Julia Schmid,SCHMID,JULIA,AUT,103.11,2,105.11,5.45,105.47%,3.45,103.46%,Over Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Julia Schmid,16
2006,Tacen,Junior World Championships,Heat 1,K1W,8,52,Jacqueline Horn,HORN,JACQUELINE,GER,101.83,4,105.83,6.17,106.19%,2.17,102.18%,Over Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Jacqueline Horn,1
2006,Tacen,Junior World Championships,Heat 1,K1W,9,9,Manola Odorico,ODORICO,MANOLA,ITA,106.02,0,106.02,6.36,106.38%,6.36,106.38%,Under Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Manola Odorico,12
2006,Tacen,Junior World Championships,Heat 1,K1W,10,11,Merit Rodriguez Cadena,RODRIGUEZ CADENA,MERIT,ESP,106.5,0,106.5,6.84,106.86%,6.84,106.86%,Under Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Merit Rodriguez Cadena,40
2006,Tacen,Junior World Championships,Heat 1,K1W,11,45,Nika Mozeti9,MOZETI9,NIKA,SLO,104.28,4,108.28,8.62,108.65%,4.62,104.64%,Over Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Nika Mozeti9,42
2006,Tacen,Junior World Championships,Heat 1,K1W,12,12,Xin Li,LI,XIN,CHN,100.4,8,108.4,8.74,108.77%,0.74,100.74%,Under Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Xin Li,18
2006,Tacen,Junior World Championships,Heat 1,K1W,13,34,Natalia Pacierpnik,PACIERPNIK,NATALIA,POL,106.45,2,108.45,8.79,108.82%,6.79,106.81%,Over Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Natalia Pacierpnik,4
2006,Tacen,Junior World Championships,Heat 1,K1W,14,16,Rosalyn Lawrence,LAWRENCE,ROSALYN,AUS,106.56,2,108.56,8.9,108.93%,6.9,106.92%,Under Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Rosalyn Lawrence,30
2006,Tacen,Junior World Championships,Heat 1,K1W,15,38,Olivia Byrne Sutton,BYRNE SUTTON,OLIVIA,SUI,105.32,4,109.32,9.66,109.69%,5.66,105.68%,Over Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Olivia Byrne Sutton,21
2006,Tacen,Junior World Championships,Heat 1,K1W,16,47,Sarah Chynoweth,CHYNOWETH,SARAH,GBR,108.04,2,110.04,10.38,110.42%,8.38,108.41%,Over Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Sarah Chynoweth,28
2006,Tacen,Junior World Championships,Heat 1,K1W,17,31,Claire Jacquet,JACQUET,CLAIRE,FRA,110.51,0,110.51,10.85,110.89%,10.85,110.89%,Over Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Claire Jacquet,11
2006,Tacen,Junior World Championships,Heat 1,K1W,18,53,Anna Dandova,DANDOVA,ANNA,CZE,108.67,2,110.67,11.01,111.05%,9.01,109.04%,Over Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Anna Dandova,15
2006,Tacen,Junior World Championships,Heat 1,K1W,19,50,Miroslava Urbanova,URBANOVA,MIROSLAVA,CZE,106.96,4,110.96,11.3,111.34%,7.3,107.32%,Over Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Miroslava Urbanova,14
2006,Tacen,Junior World Championships,Heat 1,K1W,20,20,Olena Us,US,OLENA,UKR,111.16,0,111.16,11.5,111.54%,11.5,111.54%,Under Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Olena Us,36
2006,Tacen,Junior World Championships,Heat 1,K1W,21,26,Caroline Loir,LOIR,CAROLINE,FRA,111.64,0,111.64,11.98,112.02%,11.98,112.02%,Over Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Caroline Loir,23
2006,Tacen,Junior World Championships,Heat 1,K1W,22,41,Agnieszka Nosal,NOSAL,AGNIESZKA,POL,111.3,2,113.3,13.64,113.69%,11.64,111.68%,Over Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Agnieszka Nosal,31
2006,Tacen,Junior World Championships,Heat 1,K1W,23,44,Yuriko Takeshita,TAKESHITA,YURIKO,JPN,105.78,8,113.78,14.12,114.17%,6.12,106.14%,Over Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Yuriko Takeshita,9
2006,Tacen,Junior World Championships,Heat 1,K1W,24,36,Alice Spencer,SPENCER,ALICE,GBR,112.2,2,114.2,14.54,114.59%,12.54,112.58%,Over Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Alice Spencer,22
2006,Tacen,Junior World Championships,Heat 1,K1W,25,46,Petra Gazova,GAZOVA,PETRA,SVK,112.3,2,114.3,14.64,114.69%,12.64,112.68%,Over Achieved,2006 Tacen Junior World Championships K1W,2006 Tacen Junior World Championships K1W Petra Gazova,34
