Year,Location,Competition,Phase,Class,Rank,Bib,Athlete Name,Last Name,First Name,Nation,Raw Time,Total Penalties,Total Time,Total Time Behind,Total Time % Behind Winner,Raw Time Behind Winner,Raw % Behind Winner,Overachieved or Underachieved,UID,Athlete_ID,Overall Rank
2006,Tacen,Junior World Championships,Heat 1,K1M,1,88,Sebastian Schubert,SCHUBERT,SEBASTIAN,GER,86.2,0,86.2,0,100.00%,0,100.00%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Sebastian Schubert,1
2006,Tacen,Junior World Championships,Heat 1,K1M,2,77,Mateusz Polaczyk,POLACZYK,MATEUSZ,POL,85.56,2,87.56,1.36,101.58%,-0.64,99.26%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Mateusz Polaczyk,4
2006,Tacen,Junior World Championships,Heat 1,K1M,3,87,Jan Vondra,VONDRA,JAN,CZE,87.94,0,87.94,1.74,102.02%,1.74,102.02%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Jan Vondra,3
2006,Tacen,Junior World Championships,Heat 1,K1M,4,42,Joan Crespo Sistiaga,CRESPO SISTIAGA,JOAN,ESP,87.96,0,87.96,1.76,102.04%,1.76,102.04%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Joan Crespo Sistiaga,14
2006,Tacen,Junior World Championships,Heat 1,K1M,5,78,Lukas Kalkbrenner,KALKBRENNER,LUKAS,GER,88.3,0,88.3,2.1,102.44%,2.1,102.44%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Lukas Kalkbrenner,9
2006,Tacen,Junior World Championships,Heat 1,K1M,6,84,Simon Artelj,ARTELJ,SIMON,SLO,89.01,0,89.01,2.81,103.26%,2.81,103.26%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Simon Artelj,15
2006,Tacen,Junior World Championships,Heat 1,K1M,7,34,Josep Salsas Chinchilla,SALSAS CHINCHILLA,JOSEP,ESP,89.03,0,89.03,2.83,103.28%,2.83,103.28%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Josep Salsas Chinchilla,23
2006,Tacen,Junior World Championships,Heat 1,K1M,8,64,Renoit Guillaune,GUILLAUNE,RENOIT,FRA,89.14,0,89.14,2.94,103.41%,2.94,103.41%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Renoit Guillaune,10
2006,Tacen,Junior World Championships,Heat 1,K1M,9,62,Hannes Aigner,AIGNER,HANNES,GER,89.44,0,89.44,3.24,103.76%,3.24,103.76%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Hannes Aigner,2
2006,Tacen,Junior World Championships,Heat 1,K1M,10,80,Lukas Mayr,MAYR,LUKAS,ITA,89.56,0,89.56,3.36,103.90%,3.36,103.90%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Lukas Mayr,27
2006,Tacen,Junior World Championships,Heat 1,K1M,11,54,Jure Poberaj,POBERAJ,JURE,USA,88.05,2,90.05,3.85,104.47%,1.85,102.15%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Jure Poberaj,5
2006,Tacen,Junior World Championships,Heat 1,K1M,12,69,Jakub Chojnowski,CHOJNOWSKI,JAKUB,POL,90.06,0,90.06,3.86,104.48%,3.86,104.48%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Jakub Chojnowski,28
2006,Tacen,Junior World Championships,Heat 1,K1M,13,61,Tomaš Maslanak,MASLANAK,TOMAŠ,CZE,90.11,0,90.11,3.91,104.54%,3.91,104.54%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Tomaš Maslanak,18
2006,Tacen,Junior World Championships,Heat 1,K1M,14,71,Omar Raiba,RAIBA,OMAR,ITA,90.4,0,90.4,4.2,104.87%,4.2,104.87%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Omar Raiba,11
2006,Tacen,Junior World Championships,Heat 1,K1M,15,86,Lucien Delfour,DELFOUR,LUCIEN,FRA,90.94,0,90.94,4.74,105.50%,4.74,105.50%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Lucien Delfour,42
2006,Tacen,Junior World Championships,Heat 1,K1M,16,52,Jakob Grabner,GRABNER,JAKOB,AUT,91.17,0,91.17,4.97,105.77%,4.97,105.77%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Jakob Grabner,38
2006,Tacen,Junior World Championships,Heat 1,K1M,17,22,Guillaume Bandelier,BANDELIER,GUILLAUME,SUI,91.23,0,91.23,5.03,105.84%,5.03,105.84%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Guillaume Bandelier,32
2006,Tacen,Junior World Championships,Heat 1,K1M,18,75,John Gerstenberger,GERSTENBERGER,JOHN,USA,91.49,0,91.49,5.29,106.14%,5.29,106.14%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M John Gerstenberger,16
2006,Tacen,Junior World Championships,Heat 1,K1M,19,85,Vit Prindis,PRINDIS,VIT,CZE,87.78,4,91.78,5.58,106.47%,1.58,101.83%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Vit Prindis,7
2006,Tacen,Junior World Championships,Heat 1,K1M,20,60,Kazuki Yazawa,YAZAWA,KAZUKI,JPN,89.8,2,91.8,5.6,106.50%,3.6,104.18%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Kazuki Yazawa,24
2006,Tacen,Junior World Championships,Heat 1,K1M,21,66,Lukasz Polaczyk,POLACZYK,LUKASZ,POL,92.1,0,92.1,5.9,106.84%,5.9,106.84%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Lukasz Polaczyk,31
2006,Tacen,Junior World Championships,Heat 1,K1M,22,70,Matic Lesjak,LESJAK,MATIC,SLO,92.14,0,92.14,5.94,106.89%,5.94,106.89%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Matic Lesjak,33
2006,Tacen,Junior World Championships,Heat 1,K1M,23,26,Pavel Eygel,EYGEL,PAVEL,RUS,90.53,2,92.53,6.33,107.34%,4.33,105.02%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Pavel Eygel,8
2006,Tacen,Junior World Championships,Heat 1,K1M,24,76,Jan Jancek,JANCEK,JAN,SVK,92.61,0,92.61,6.41,107.44%,6.41,107.44%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Jan Jancek,12
2006,Tacen,Junior World Championships,Heat 1,K1M,25,41,Marko Mrkoci,MRKOCI,MARKO,CRO,93.03,0,93.03,6.83,107.92%,6.83,107.92%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Marko Mrkoci,34
2006,Tacen,Junior World Championships,Heat 1,K1M,26,72,Anton Lippek,LIPPEK,ANTON,GBR,93.28,0,93.28,7.08,108.21%,7.08,108.21%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Anton Lippek,35
2006,Tacen,Junior World Championships,Heat 1,K1M,27,81,Philip Mingerulli,MINGERULLI,PHILIP,AUS,93.77,0,93.77,7.57,108.78%,7.57,108.78%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Philip Mingerulli,30
2006,Tacen,Junior World Championships,Heat 1,K1M,28,63,Adrien Chabbey,CHABBEY,ADRIEN,SUI,93.86,0,93.86,7.66,108.89%,7.66,108.89%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Adrien Chabbey,25
2006,Tacen,Junior World Championships,Heat 1,K1M,29,45,Dalibor Bozinov,BOZINOV,DALIBOR,MKD,94.04,0,94.04,7.84,109.10%,7.84,109.10%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Dalibor Bozinov,36
2006,Tacen,Junior World Championships,Heat 1,K1M,30,74,Martins Locmelis,LOCMELIS,MARTINS,LAT,92.18,2,94.18,7.98,109.26%,5.98,106.94%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Martins Locmelis,19
2006,Tacen,Junior World Championships,Heat 1,K1M,31,32,Philip Gibbins,GIBBINS,PHILIP,AUS,94.67,0,94.67,8.47,109.83%,8.47,109.83%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Philip Gibbins,21
2006,Tacen,Junior World Championships,Heat 1,K1M,32,47,Daniel Boxwell,BOXWELL,DANIEL,IRL,90.82,4,94.82,8.62,110.00%,4.62,105.36%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Daniel Boxwell,39
2006,Tacen,Junior World Championships,Heat 1,K1M,33,73,Rick Powell,POWELL,RICK,USA,90.86,4,94.86,8.66,110.05%,4.66,105.41%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Rick Powell,22
2006,Tacen,Junior World Championships,Heat 1,K1M,33,24,Evgeny Doronin,DORONIN,EVGENY,RUS,90.86,4,94.86,8.66,110.05%,4.66,105.41%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Evgeny Doronin,20
2006,Tacen,Junior World Championships,Heat 1,K1M,35,58,Saeki Hashimoto,HASHIMOTO,SAEKI,JPN,93.49,2,95.49,9.29,110.78%,7.29,108.46%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Saeki Hashimoto,37
2006,Tacen,Junior World Championships,Heat 1,K1M,36,56,Taku Yoshida,YOSHIDA,TAKU,JPN,93.5,2,95.5,9.3,110.79%,7.3,108.47%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Taku Yoshida,45
2006,Tacen,Junior World Championships,Heat 1,K1M,37,82,Quentin Bove,BOVE,QUENTIN,FRA,94.23,2,96.23,10.03,111.64%,8.03,109.32%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Quentin Bove,13
2006,Tacen,Junior World Championships,Heat 1,K1M,38,50,Gregor Brovinsky,BROVINSKY,GREGOR,SLO,92.62,4,96.62,10.42,112.09%,6.42,107.45%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Gregor Brovinsky,26
2006,Tacen,Junior World Championships,Heat 1,K1M,39,67,Bas Wesselink,WESSELINK,BAS,NED,94.68,2,96.68,10.48,112.16%,8.48,109.84%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Bas Wesselink,29
2006,Tacen,Junior World Championships,Heat 1,K1M,40,6,Ricardo Martins Taques,MARTINS TAQUES,RICARDO,BRA,95.38,2,97.38,11.18,112.97%,9.18,110.65%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Ricardo Martins Taques,46
2006,Tacen,Junior World Championships,Heat 1,K1M,41,35,Toby Jones,JONES,TOBY,GBR,93.45,4,97.45,11.25,113.05%,7.25,108.41%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Toby Jones,49
2006,Tacen,Junior World Championships,Heat 1,K1M,42,3,Vendemiatti Ivan,IVAN,VENDEMIATTI,BRA,97.71,0,97.71,11.51,113.35%,11.51,113.35%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Vendemiatti Ivan,51
2006,Tacen,Junior World Championships,Heat 1,K1M,43,57,Jonathan Akinyemi,AKINYEMI,JONATHAN,GBR,95.83,2,97.83,11.63,113.49%,9.63,111.17%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Jonathan Akinyemi,50
2006,Tacen,Junior World Championships,Heat 1,K1M,44,83,Tomas Ontko,ONTKO,TOMAS,SVK,91.86,6,97.86,11.66,113.53%,5.66,106.57%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Tomas Ontko,17
2006,Tacen,Junior World Championships,Heat 1,K1M,45,29,Robin Wyss,WYSS,ROBIN,SUI,97.54,2,99.54,13.34,115.48%,11.34,113.16%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Robin Wyss,54
2006,Tacen,Junior World Championships,Heat 1,K1M,46,59,Paul Manning Hunter,MANNING HUNTER,PAUL,CAN,95.65,4,99.65,13.45,115.60%,9.45,110.96%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Paul Manning Hunter,40
2006,Tacen,Junior World Championships,Heat 1,K1M,47,49,Manuele Costa,COSTA,MANUELE,ITA,97.97,2,99.97,13.77,115.97%,11.77,113.65%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Manuele Costa,55
2006,Tacen,Junior World Championships,Heat 1,K1M,48,53,Babacar Daoust Cisse,DAOUST CISSE,BABACAR,CAN,96.1,4,100.1,13.9,116.13%,9.9,111.48%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Babacar Daoust Cisse,44
2006,Tacen,Junior World Championships,Heat 1,K1M,49,33,Patrik Spathon,SPATHON,PATRIK,SWE,98.17,2,100.17,13.97,116.21%,11.97,113.89%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Patrik Spathon,43
2006,Tacen,Junior World Championships,Heat 1,K1M,50,27,Isak Ohrstrom,OHRSTROM,ISAK,SWE,96.44,4,100.44,14.24,116.52%,10.24,111.88%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Isak Ohrstrom,60
2006,Tacen,Junior World Championships,Heat 1,K1M,51,68,Christopher Atkinson,ATKINSON,CHRISTOPHER,NZL,98.87,2,100.87,14.67,117.02%,12.67,114.70%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Christopher Atkinson,48
2006,Tacen,Junior World Championships,Heat 1,K1M,52,51,Kostoulas Karakatsanis,KOSTOULAS KARAKATSANIS,,GRE,95.47,6,101.47,15.27,117.71%,9.27,110.75%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Kostoulas Karakatsanis,61
2006,Tacen,Junior World Championships,Heat 1,K1M,53,14,Predrag Pavloviβ,PAVLOVIΒ,PREDRAG,SCG,97.57,4,101.57,15.37,117.83%,11.37,113.19%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Predrag Pavloviβ,62
2006,Tacen,Junior World Championships,Heat 1,K1M,54,23,Alber Canedo Fernandez,CANEDO FERNANDEZ,ALBER,ESP,101.89,0,101.89,15.69,118.20%,15.69,118.20%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Alber Canedo Fernandez,59
2006,Tacen,Junior World Championships,Heat 1,K1M,55,18,Ben Jones,JONES,BEN,AUS,94.67,8,102.67,16.47,119.11%,8.47,109.83%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Ben Jones,64
2006,Tacen,Junior World Championships,Heat 1,K1M,56,37,Filip Karamanko,KARAMANKO,FILIP,CRO,100.75,2,102.75,16.55,119.20%,14.55,116.88%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Filip Karamanko,65
2006,Tacen,Junior World Championships,Heat 1,K1M,57,28,Nicolas Germay,GERMAY,NICOLAS,BEL,102.77,0,102.77,16.57,119.22%,16.57,119.22%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Nicolas Germay,66
2006,Tacen,Junior World Championships,Heat 1,K1M,58,79,Eric Gurden,GURDEN,ERIC,NZL,98.97,4,102.97,16.77,119.45%,12.77,114.81%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Eric Gurden,52
2006,Tacen,Junior World Championships,Heat 1,K1M,59,31,Dominik Scherwitzl,SCHERWITZL,DOMINIK,AUT,103.24,0,103.24,17.04,119.77%,17.04,119.77%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Dominik Scherwitzl,68
2006,Tacen,Junior World Championships,Heat 1,K1M,60,38,Thomas Murray,MURRAY,THOMAS,NZL,101.43,2,103.43,17.23,119.99%,15.23,117.67%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Thomas Murray,56
2006,Tacen,Junior World Championships,Heat 1,K1M,61,43,Kristijan Kalinov,KALINOV,KRISTIJAN,MKD,100.64,4,104.64,18.44,121.39%,14.44,116.75%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Kristijan Kalinov,70
2006,Tacen,Junior World Championships,Heat 1,K1M,62,65,Viliam Sabol,SABOL,VILIAM,SVK,100.7,4,104.7,18.5,121.46%,14.5,116.82%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Viliam Sabol,41
2006,Tacen,Junior World Championships,Heat 1,K1M,63,55,Ben Hayward,HAYWARD,BEN,CAN,104.73,0,104.73,18.53,121.50%,18.53,121.50%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Ben Hayward,53
2006,Tacen,Junior World Championships,Heat 1,K1M,64,44,Fredrik Wahlen,WAHLEN,FREDRIK,SWE,100.94,4,104.94,18.74,121.74%,14.74,117.10%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Fredrik Wahlen,57
2006,Tacen,Junior World Championships,Heat 1,K1M,65,10,Amir Aganoviβ,AGANOVIΒ,AMIR,CRO,101.09,4,105.09,18.89,121.91%,14.89,117.27%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Amir Aganoviβ,58
2006,Tacen,Junior World Championships,Heat 1,K1M,66,46,Vadym Tkachenko,TKACHENKO,VADYM,UKR,101.45,4,105.45,19.25,122.33%,15.25,117.69%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Vadym Tkachenko,67
2006,Tacen,Junior World Championships,Heat 1,K1M,67,4,Michael Watson,WATSON,MICHAEL,RSA,99.48,6,105.48,19.28,122.37%,13.28,115.41%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Michael Watson,69
2006,Tacen,Junior World Championships,Heat 1,K1M,68,48,Mike Roelofs,ROELOFS,MIKE,NED,103.65,2,105.65,19.45,122.56%,17.45,120.24%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Mike Roelofs,63
2006,Tacen,Junior World Championships,Heat 1,K1M,69,7,Marios Kaltsis,KALTSIS,MARIOS,GRE,97.71,8,105.71,19.51,122.63%,11.51,113.35%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Marios Kaltsis,71
2006,Tacen,Junior World Championships,Heat 1,K1M,70,36,Miroslav Pavloviβ,PAVLOVIΒ,MIROSLAV,SCG,100.88,6,106.88,20.68,123.99%,14.68,117.03%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Miroslav Pavloviβ,47
2006,Tacen,Junior World Championships,Heat 1,K1M,71,25,Xenofon Xeimonas,XEIMONAS,XENOFON,GRE,100.96,6,106.96,20.76,124.08%,14.76,117.12%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Xenofon Xeimonas,72
2006,Tacen,Junior World Championships,Heat 1,K1M,72,39,Dominik Veigl,VEIGL,DOMINIK,AUT,104.98,4,108.98,22.78,126.43%,18.78,121.79%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Dominik Veigl,74
2006,Tacen,Junior World Championships,Heat 1,K1M,73,19,Ianis Fourneau,FOURNEAU,IANIS,BEL,110,0,110,23.8,127.61%,23.8,127.61%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Ianis Fourneau,75
2006,Tacen,Junior World Championships,Heat 1,K1M,74,17,Martynas Masys,MASYS,MARTYNAS,LTU,108.14,2,110.14,23.94,127.77%,21.94,125.45%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Martynas Masys,73
2006,Tacen,Junior World Championships,Heat 1,K1M,75,11,Pavel Kuzmin,KUZMIN,PAVEL,KAZ,107.97,4,111.97,25.77,129.90%,21.77,125.26%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Pavel Kuzmin,77
2006,Tacen,Junior World Championships,Heat 1,K1M,76,21,Vytenis Licus,LICUS,VYTENIS,LTU,108.79,10,118.79,32.59,137.81%,22.59,126.21%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Vytenis Licus,78
2006,Tacen,Junior World Championships,Heat 1,K1M,77,16,Uldis Laidins,LAIDINS,ULDIS,LAT,116.67,4,120.67,34.47,139.99%,30.47,135.35%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Uldis Laidins,76
2006,Tacen,Junior World Championships,Heat 1,K1M,78,9,Veselin Nasufoviβ,NASUFOVIΒ,VESELIN,SCG,118.16,4,122.16,35.96,141.72%,31.96,137.08%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Veselin Nasufoviβ,80
2006,Tacen,Junior World Championships,Heat 1,K1M,79,5,Sarganoviβ Adis,ADIS,SARGANOVIΒ,BIH,119.02,8,127.02,40.82,147.35%,32.82,138.07%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Sarganoviβ Adis,79
2006,Tacen,Junior World Championships,Heat 1,K1M,80,8,Jain Rennie,RENNIE,JAIN,RSA,131.13,2,133.13,46.93,154.44%,44.93,152.12%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Jain Rennie,83
2006,Tacen,Junior World Championships,Heat 1,K1M,81,15,Ivan Novikov,NOVIKOV,IVAN,KAZ,129.43,8,137.43,51.23,159.43%,43.23,150.15%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Ivan Novikov,84
2006,Tacen,Junior World Championships,Heat 1,K1M,82,40,Ajrula Jakupi,JAKUPI,AJRULA,MKD,116.64,52,168.64,82.44,195.64%,30.44,135.31%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Ajrula Jakupi,86
2006,Tacen,Junior World Championships,Heat 1,K1M,83,13,Usas Laurynas,LAURYNAS,USAS,LTU,135.28,60,195.28,109.08,226.54%,49.08,156.94%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Usas Laurynas,82
2006,Tacen,Junior World Championships,Heat 1,K1M,84,20,Darko Saviχ,SAVIΧ,DARKO,BIH,159.13,60,219.13,132.93,254.21%,72.93,184.61%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Darko Saviχ,85
2006,Tacen,Junior World Championships,Heat 1,K1M,85,2,Saša Babiχ,BABIΧ,SAŠA,BIH,152.23,110,262.23,176.03,304.21%,66.03,176.60%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Saša Babiχ,81
2006,Tacen,Junior World Championships,Heat 1,K1M,86,12,Akma Abdulah Maohamad,ABDULAH MAOHAMAD,AKMA,MAS,108.41,452,560.41,474.21,650.13%,22.21,125.77%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Akma Abdulah Maohamad,87
2006,Tacen,Junior World Championships,Heat 1,K1M,87,30,Alexandru Filipenco,FILIPENCO,ALEXANDRU,MDA,70.04,704,774.04,687.84,897.96%,-16.16,81.25%,Under Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Alexandru Filipenco,89
2006,Tacen,Junior World Championships,Heat 2,K1M,1,87,Jan Vondra,VONDRA,JAN,CZE,86.75,0,86.75,0,100.00%,0,100.00%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Jan Vondra,3
2006,Tacen,Junior World Championships,Heat 2,K1M,2,84,Simon Artelj,ARTELJ,SIMON,SLO,86.93,0,86.93,0.18,100.21%,0.18,100.21%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Simon Artelj,15
2006,Tacen,Junior World Championships,Heat 2,K1M,3,73,Rick Powell,POWELL,RICK,USA,88.58,0,88.58,1.83,102.11%,1.83,102.11%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Rick Powell,22
2006,Tacen,Junior World Championships,Heat 2,K1M,4,24,Evgeny Doronin,DORONIN,EVGENY,RUS,88.66,0,88.66,1.91,102.20%,1.91,102.20%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Evgeny Doronin,20
2006,Tacen,Junior World Championships,Heat 2,K1M,5,60,Kazuki Yazawa,YAZAWA,KAZUKI,JPN,89.11,0,89.11,2.36,102.72%,2.36,102.72%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Kazuki Yazawa,24
2006,Tacen,Junior World Championships,Heat 2,K1M,6,82,Quentin Bove,BOVE,QUENTIN,FRA,89.35,0,89.35,2.6,103.00%,2.6,103.00%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Quentin Bove,13
2006,Tacen,Junior World Championships,Heat 2,K1M,7,42,Joan Crespo Sistiaga,CRESPO SISTIAGA,JOAN,ESP,89.53,0,89.53,2.78,103.20%,2.78,103.20%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Joan Crespo Sistiaga,14
2006,Tacen,Junior World Championships,Heat 2,K1M,8,77,Mateusz Polaczyk,POLACZYK,MATEUSZ,POL,87.97,2,89.97,3.22,103.71%,1.22,101.41%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Mateusz Polaczyk,4
2006,Tacen,Junior World Championships,Heat 2,K1M,9,75,John Gerstenberger,GERSTENBERGER,JOHN,USA,88.05,2,90.05,3.3,103.80%,1.3,101.50%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M John Gerstenberger,16
2006,Tacen,Junior World Championships,Heat 2,K1M,10,88,Sebastian Schubert,SCHUBERT,SEBASTIAN,GER,90.23,0,90.23,3.48,104.01%,3.48,104.01%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Sebastian Schubert,1
2006,Tacen,Junior World Championships,Heat 2,K1M,11,65,Viliam Sabol,SABOL,VILIAM,SVK,90.26,0,90.26,3.51,104.05%,3.51,104.05%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Viliam Sabol,41
2006,Tacen,Junior World Championships,Heat 2,K1M,12,80,Lukas Mayr,MAYR,LUKAS,ITA,90.41,0,90.41,3.66,104.22%,3.66,104.22%,Over Achieved,2006 Tacen Junior World Championships K1M,2006 Tacen Junior World Championships K1M Lukas Mayr,27
